scenario_idx,base,method,delta,direction_idx,n_clipped,init_loss,final_loss,converged,iters_to_tol,n_iter,elapsed_s,param_err_C_m,param_err_E_L,param_err_g_L,C_m_gt,E_L_gt,g_L_gt,C_m_fit,E_L_fit,g_L_fit
106,tonic,grad,0.3,6,1,0.45104488730430603,0.01416875422000885,1,4,25,0.5933017730712891,0.010700126820267873,0.004813140046566863,0.12775017782630682,202.6545106139741,-69.52713817709551,8.786193691525288,200.1934814453125,-69.310546875,9.808195114135742
106,tonic,nm,0.3,6,1,0.45104488730430603,0.023672370240092278,1,7,25,0.39164018630981445,0.024307221106440867,0.006634997645070307,0.12484554614127608,202.6545106139741,-69.52713817709551,8.786193691525288,208.2451714684555,-69.22856328306734,9.784958060655496
107,tonic,grad,0.3,7,1,16.705520629882812,0.006376901641488075,1,11,25,0.5903596878051758,0.009185530810787134,0.003559367646037496,0.08182687073154615,223.1741321127377,-73.60405734729434,11.156194169584642,225.28680419921875,-73.44388580322266,11.810809135437012
107,tonic,nm,0.3,7,1,16.705520629882812,0.11115214228630066,0,-1,25,0.39226508140563965,0.11675867590787238,0.012024066407300261,0.08110483906112265,223.1741321127377,-73.60405734729434,11.156194169584642,196.31963665392706,-74.14514033562286,10.507355457095661
108,tonic,grad,0.3,8,0,4.215750217437744,0.15135714411735535,0,-1,25,0.5977139472961426,0.16244367794783962,0.02143209533503586,0.2560494353825524,177.6248467721922,-72.74018586722505,8.844525964693487,214.9868927001953,-71.77574157714844,10.892921447753906
108,tonic,nm,0.3,8,0,4.215750217437744,0.1094563752412796,0,-1,25,0.4078998565673828,0.12117184578065393,0.011087239766483965,0.1799557165203831,177.6248467721922,-72.74018586722505,8.844525964693487,205.4943713017426,-72.24126007773327,10.284171696856552
109,tonic,grad,0.3,9,1,24.763839721679688,0.010721542872488499,1,4,25,0.5927209854125977,0.08382739927527437,0.0035395413918119325,0.20821717917961435,237.99566438214123,-74.49956463150909,9.775705056187109,218.71536254882812,-74.65884399414062,11.441442489624023
109,tonic,nm,0.3,9,1,24.763839721679688,0.0789373517036438,1,6,25,0.39963603019714355,0.21189741357774705,0.015236012303913388,0.12062946056920398,237.99566438214123,-74.49956463150909,9.775705056187109,189.2592592592594,-75.18518518518519,10.74074074074074
110,tonic,grad,0.3,10,2,1.5430781841278076,0.006849076133221388,1,13,25,0.6037638187408447,0.11368416647890493,0.006016110913839788,0.05438148616441718,238.50935780186688,-67.42293955965846,11.304476766690522,212.36199951171875,-67.69366455078125,11.73952865600586
110,tonic,nm,0.3,10,2,1.5430781841278076,0.14609640836715698,0,-1,25,0.40267300605773926,0.13870886704917051,0.020784773881472852,0.12317078701231687,238.50935780186688,-67.42293955965846,11.304476766690522,206.60631838055767,-68.35825438432474,10.319110470591987
111,tonic,grad,0.3,11,2,1.321859359741211,0.013216691091656685,1,6,25,0.6049768924713135,0.001540700310954682,0.0033917635558215883,0.06180574776404013,172.71407176487895,-68.56795833950416,10.332521257267562,172.35971069335938,-68.41532897949219,10.826967239379883
111,tonic,nm,0.3,11,2,1.321859359741211,0.09793007373809814,1,22,25,0.5413548946380615,0.1264691915908099,0.006980105551786172,0.026280586020793972,172.71407176487895,-68.56795833950416,10.332521257267562,201.80198583076523,-68.25385358967378,10.542765945433914
112,tonic,grad,0.3,12,2,1.3737636804580688,0.004977811127901077,1,12,25,0.6124498844146729,0.06368783719513334,0.004763933882350102,0.1345791862556982,211.60433353632598,-67.5924238175794,10.85943981317707,196.9561309814453,-67.80680084228516,11.936073303222656
112,tonic,nm,0.3,12,2,1.3737636804580688,0.21659773588180542,0,-1,25,0.4064629077911377,0.022061733182453944,0.018689155178472878,0.06858490289267016,211.60433353632598,-67.5924238175794,10.85943981317707,206.53013490436157,-68.43343580061068,10.31076059003571
113,tonic,grad,0.3,13,0,5.0901570320129395,0.10903871804475784,0,-1,25,0.8117489814758301,0.03381729375253292,0.019559844404766914,0.1542577761978059,156.0524362552768,-68.25131726579264,9.354274734997631,163.83041381835938,-67.37112426757812,10.588336944580078
113,tonic,nm,0.3,13,0,5.0901570320129395,0.312519907951355,0,-1,25,0.4045891761779785,0.2228119495600512,0.02206095495311931,0.06955024781187591,156.0524362552768,-68.25131726579264,9.354274734997631,207.29918465408858,-67.25857429290227,9.910676717492638
114,tonic,grad,0.3,14,1,1.77628755569458,0.009724803268909454,1,11,25,0.6109399795532227,0.040701903219779775,0.0039047363329861658,0.0762242056733824,190.8705111119897,-70.58515985129297,11.235640543455714,200.23194885253906,-70.4094467163086,11.845434188842773
114,tonic,nm,0.3,14,1,1.77628755569458,0.13307954370975494,0,-1,25,0.4047989845275879,0.054356731001388055,0.00480271162834419,0.07063040538912824,190.8705111119897,-70.58515985129297,11.235640543455714,203.37255924230897,-70.80128187456846,10.670597300342688
115,tonic,grad,0.3,15,3,0.6456534266471863,0.00683056702837348,1,12,25,0.6108317375183105,0.09890406657556933,0.005393425344067598,0.20199769068753248,229.6789808446075,-67.87512422865758,10.807069354931869,206.93104553222656,-68.11782836914062,12.423050880432129
115,tonic,nm,0.3,15,3,0.6456534266471863,0.10545632988214493,0,-1,25,0.4031238555908203,0.18710003620890372,0.022244174628528728,0.06888103610667029,229.6789808446075,-67.87512422865758,10.807069354931869,186.64597251655965,-68.87611208694138,11.358117643785231
116,tonic,grad,0.3,16,2,4.614964008331299,0.13960815966129303,0,-1,25,0.6049158573150635,0.2294294939369149,0.01900019306272327,0.07041674729476588,182.8612366084201,-66.2311348058298,11.55238677054324,130.0924530029297,-67.08614349365234,12.115720748901367
116,tonic,nm,0.3,16,2,4.614964008331299,0.8779523968696594,0,-1,25,0.4009401798248291,0.10706836029988971,0.02585920920461812,0.14948243922307092,182.8612366084201,-66.2311348058298,11.55238677054324,207.48695947739475,-67.39479922003761,10.356527256758673
117,tonic,grad,0.3,17,1,18.606781005859375,0.27060577273368835,0,-1,25,0.6094861030578613,0.03575032011324236,0.024433729383680554,0.1772843938135169,184.41512168645426,-65.0,10.267066272944659,192.6376953125,-66.09951782226562,8.848791122436523
117,tonic,nm,0.3,17,1,18.606781005859375,0.0012190781999379396,1,5,25,0.40177202224731445,0.01032997277056201,0.0,0.006115209456200921,184.41512168645426,-65.0,10.267066272944659,186.79101542368352,-65.0,10.315987948594266
118,tonic,grad,0.3,18,1,2.2337257862091064,0.011888460256159306,1,8,25,0.6068060398101807,0.08020372740179334,0.005544087539264966,0.06534229828400973,228.1277502467484,-67.5581637658112,10.141074251057024,209.68089294433594,-67.80764770507812,10.663812637329102
118,tonic,nm,0.3,18,1,2.2337257862091064,0.09549327194690704,1,20,25,0.4030110836029053,0.09447716173554803,0.008477839490483221,0.00014035714735616267,228.1277502467484,-67.5581637658112,10.141074251057024,206.39800304757236,-67.93966654288295,10.139951393878174
119,tonic,grad,0.3,19,0,9.107600212097168,0.05535108596086502,1,9,25,0.6074118614196777,0.022548657591995213,0.0074851161912957,0.1251173044729299,227.56311385358077,-72.96971902255362,10.297445276985115,222.37692260742188,-72.63288879394531,11.298383712768555
119,tonic,nm,0.3,19,0,9.107600212097168,0.02547772414982319,1,2,25,0.4011499881744385,0.11983962545035119,0.011784021721030689,0.037180659623139434,227.56311385358077,-72.96971902255362,10.297445276985115,200.0,-73.5,10.0
120,tonic,grad,0.3,20,2,0.8730940222740173,0.0040121604688465595,1,10,25,0.6068747043609619,0.0610764841619137,0.0031087898008492075,0.31651157616252323,211.8884269285292,-68.11806191745788,9.041660747633408,197.84083557128906,-68.2579574584961,11.573753356933594
120,tonic,nm,0.3,20,2,0.8730940222740173,0.1945945918560028,0,-1,25,0.401644229888916,0.024054006819254486,0.013930896734223097,0.12390378606598773,211.8884269285292,-68.11806191745788,9.041660747633408,206.35600536010068,-68.74495227049792,10.03289103616131
121,tonic,grad,0.3,21,1,0.16110670566558838,0.007865565828979015,1,6,25,0.6251869201660156,0.06541321521804587,0.006265552539568059,0.09144726431480033,201.81699052914632,-70.79652200783525,8.821475741377593,216.86203002929688,-70.51457214355469,9.553053855895996
121,tonic,nm,0.3,21,1,0.16110670566558838,0.0037164934910833836,1,11,25,0.404644250869751,0.02403331412970431,0.0038358491662658406,0.08005088791658022,201.81699052914632,-70.79652200783525,8.821475741377593,207.34465277897831,-70.62390879535329,9.461882844710235
122,tonic,grad,0.3,22,0,1.3539741039276123,0.018826181069016457,1,11,25,0.6097307205200195,0.13121350526440703,0.0037012785123841417,0.16126439145099836,181.43487403307924,-67.83769966909115,11.332321391829513,151.25576782226562,-68.00425720214844,12.6224365234375
122,tonic,nm,0.3,22,0,1.3539741039276123,0.5388546586036682,0,-1,25,0.40082383155822754,0.09221886215247846,0.01701221880863607,0.138354869257304,181.43487403307924,-67.83769966909115,11.332321391829513,202.64521232814928,-68.60324951547977,10.225482437771081
