trial,loss_type,surrogate_type,surrogate_slope,optimizer,learning_rate,use_param_transform,grad_clip_norm,polyak_alpha,polyak_beta,temperature,feature_beta,validity_beta,weight_spike_count,tau_ms,weight_subthreshold,warmstart_loss,train_best_loss,train_final_loss,kept_source,kept_loss,improvement,gamma,n_spikes_sim,n_spikes_gt,n_iter,elapsed_s
10,guarino,superspike,0.8387981397614145,polyak,0.0016449192163071696,True,,0.16286361170316532,0.6722400930398117,0.17655520272755376,13.529030059146134,14.81289767145077,0.2305942475752971,nan,nan,0.254936158657074,1.2352081537246704,29.06829071044922,warmstart,0.254936158657074,-0.9802719950675964,0.07017543859649122,10,9,25,1.61543607711792
11,van_rossum,superspike,9.859101793739228,polyak,0.00018559042713452454,False,,0.43637675721017793,0.5150571292317145,nan,nan,nan,nan,2.7219303684768605,0.9360435700489633,10.914545059204102,10.5200777053833,58.9639778137207,training,10.5200777053833,0.3944673538208008,-0.05860805860805866,12,9,25,1.3545708656311035
12,van_rossum,superspike,13.499731170754119,polyak,0.0011896889876122445,True,,0.4738935777461895,0.772012432110988,nan,nan,nan,nan,13.308914625813873,0.37365772887371007,4.582791328430176,4.9945878982543945,5.200273036956787,warmstart,4.582791328430176,-0.41179656982421875,-0.04166666666666662,9,9,25,2.1836602687835693
13,van_rossum,superspike,0.8801175381707181,polyak,5.212826046422364e-05,False,,1.3118430612561967,0.19643466571457324,nan,nan,nan,nan,3.36690305649323,0.7774048382411776,8.400680541992188,10.50439167022705,459.5118103027344,warmstart,8.400680541992188,-2.1037111282348633,-0.49826989619377166,8,9,25,1.2576861381530762
14,guarino,superspike,0.783705664236359,polyak,0.001060033832171294,True,,1.0413936534643298,0.5811166092209024,0.13989904324702593,16.27836599746299,14.592735462700231,0.22169520117466252,nan,nan,0.2191496044397354,1.093433141708374,7242.515625,warmstart,0.2191496044397354,-0.8742835372686386,-0.49826989619377166,8,9,25,1.553948163986206
15,van_rossum,superspike,16.979925922379223,polyak,0.0001398894322376874,True,,0.037289237079384474,0.5551980423268247,nan,nan,nan,nan,11.942759817685568,0.1058974037507533,1.9189212322235107,1.5083599090576172,2.2790894508361816,training,1.5083599090576172,0.41056132316589355,1.0,9,9,25,2.2763917446136475
16,guarino,superspike,9.040826378039169,polyak,1.178547621996884e-05,False,,0.1637159951486024,0.8294286148827363,0.4085676897463228,5.42017409736224,11.084622221382016,0.18180474621000328,nan,nan,0.2742123305797577,0.5601852536201477,0.5620977878570557,warmstart,0.2742123305797577,-0.28597292304039,-0.38888888888888884,9,9,25,4.088227033615112
17,van_rossum,superspike,2.6677187381632153,polyak,9.802983052041608e-05,False,,1.1190214203651696,0.8165687634239104,nan,nan,nan,nan,1.5096083862806768,0.06655885695517816,3.963007926940918,4.424789905548096,4.432692527770996,warmstart,3.963007926940918,-0.46178197860717773,0.46886446886446886,4,9,25,1.235746145248413
18,van_rossum,superspike,1.4292515009822013,polyak,4.115793536089474e-05,False,,0.17323509549803245,0.021148016336440034,nan,nan,nan,nan,1.241981533503014,0.1746414709358527,5.412426948547363,5.4953813552856445,5.4953813552856445,warmstart,5.412426948547363,-0.08295440673828125,0.0,0,9,25,1.2459588050842285
19,van_rossum,superspike,11.54872210250644,polyak,1.4924515729605251e-05,False,,0.355117306656594,0.24938757583221183,nan,nan,nan,nan,9.343447309248841,0.4162624257031923,4.820868015289307,6.678130626678467,6.678163528442383,warmstart,4.820868015289307,-1.8572626113891602,-0.43750000000000006,7,9,25,1.7310702800750732
20,guarino,superspike,0.7207011301294641,polyak,0.02367553526059312,True,,1.3539797158914255,0.9795706805865927,0.4109116461231171,15.810073274655249,13.207182243915405,0.23369890637343868,nan,nan,0.4562009572982788,0.8815137147903442,1.182688593864441,warmstart,0.4562009572982788,-0.42531275749206543,-0.5625,9,9,25,1.5726771354675293
21,van_rossum,superspike,1.3361654090821633,polyak,3.623044295877605e-05,False,,0.6253340528923275,0.2325699405288737,nan,nan,nan,nan,4.211061088397372,0.3663924498262474,5.3075079917907715,5.660894393920898,258.98626708984375,warmstart,5.3075079917907715,-0.35338640213012695,-0.17142857142857143,11,9,25,1.380547046661377
22,van_rossum,superspike,1.6788981616889984,polyak,0.001385923182491257,False,,1.2728407331604368,0.652587340560102,nan,nan,nan,nan,23.261493089103475,0.5327222760657402,1.9948022365570068,2.2387290000915527,8.495485305786133,warmstart,1.9948022365570068,-0.2439267635345459,1.0,9,9,2,2.6379899978637695
23,guarino,superspike,4.822177653419547,polyak,2.400949319953968e-05,True,,0.12673982823528035,0.935939822700626,0.11183356851701098,19.21872467227253,16.216799345616835,0.17810460133990622,nan,nan,1.574995517730713,1.2632893323898315,1.2632895708084106,training,1.2632893323898315,0.31170618534088135,0.07017543859649122,10,9,25,1.563053846359253
24,van_rossum,superspike,0.9405652936737269,polyak,0.001818873291951429,True,,0.8586457710507746,0.46598515298122734,nan,nan,nan,nan,7.725662110245816,0.7639233900065879,6.991244316101074,6.070943832397461,6.091070175170898,training,6.070943832397461,0.9203004837036133,0.5397923875432526,8,9,25,1.6722500324249268
25,guarino,superspike,5.661173343534963,polyak,0.00047253415300232895,True,,1.006847119962889,0.33363775832823817,0.4542649463126911,15.488110794342393,6.140163877293339,0.1092576053316162,nan,nan,0.7657383680343628,1.5781563520431519,1256.733642578125,warmstart,0.7657383680343628,-0.8124179840087891,0.1319444444444445,9,9,2,1.5500810146331787
26,guarino,superspike,3.8450152768357677,polyak,0.05553412677410138,True,,1.1704522408640883,0.47936956412454035,0.2193617630663718,19.74599935356212,14.637444484069226,0.2853583980011523,nan,nan,0.1204143539071083,0.6182094812393188,9305.203125,warmstart,0.1204143539071083,-0.49779512733221054,-0.5625,9,9,25,1.5665559768676758
27,guarino,superspike,2.6718657589889627,polyak,0.020026176744391964,False,,0.6878221226978267,0.4423141270678932,0.18586732614912121,18.45039601479553,15.844586673198801,0.033176523298833145,nan,nan,0.6568552255630493,0.9393932223320007,12.976844787597656,warmstart,0.6568552255630493,-0.2825379967689514,0.020761245674740504,8,9,25,1.5404679775238037
28,guarino,superspike,5.501856781712028,polyak,2.3001857464787557e-05,True,,1.3455500983449378,0.028999503204469423,0.15837262611851619,3.717415628166065,15.758590873152153,0.05946126816386936,nan,nan,0.5481974482536316,1.1063213348388672,15.1588773727417,warmstart,0.5481974482536316,-0.5581238865852356,0.30555555555555564,9,9,25,1.5838029384613037
29,van_rossum,superspike,1.205440931385765,polyak,0.024982469834800056,False,,1.2014457804625143,0.9277954301722804,nan,nan,nan,nan,20.501659210785792,0.6981207839786372,4.8052191734313965,5.084741115570068,10194.2275390625,warmstart,4.8052191734313965,-0.2795219421386719,0.30555555555555564,9,9,5,2.5238239765167236
30,van_rossum,superspike,11.548699648788993,polyak,4.1768797251017676e-05,True,,1.1019316379027424,0.1930414908689041,nan,nan,nan,nan,2.8841045314751237,0.7099046972813039,8.67136001586914,10.356108665466309,21.46657943725586,warmstart,8.67136001586914,-1.684748649597168,-0.49826989619377166,8,9,25,1.2744102478027344
31,van_rossum,superspike,0.9469590533998622,polyak,2.3274696326813468e-05,True,,1.4700407693312887,0.4585606424584898,nan,nan,nan,nan,21.48473553852039,0.6364083421077769,4.324685096740723,3.781977653503418,3.781977653503418,training,3.781977653503418,0.5427074432373047,0.6527777777777778,9,9,25,2.584228992462158
32,guarino,superspike,16.064184231216498,polyak,3.924243609218475e-05,True,,0.762529107670413,0.40403439074076597,0.26337592826717815,3.2651329977571475,3.5477975875825414,0.0834226637343772,nan,nan,0.6790713667869568,0.5795023441314697,5.625331401824951,training,0.5795023441314697,0.09956902265548706,0.19377162629757788,8,9,25,1.4239931106567383
33,guarino,superspike,4.379977782657634,polyak,0.00018542301789980253,True,,0.6276000662352905,0.4741326750901703,0.15151679069189494,11.876700729320198,11.749666108206497,0.2106006543331114,nan,nan,0.7451308965682983,1.126548409461975,19.35721778869629,warmstart,0.7451308965682983,-0.38141751289367676,0.020761245674740504,8,9,25,1.330099105834961
34,van_rossum,superspike,1.8913185861930268,polyak,0.0011244935751795887,True,,1.1050585327233304,0.8864028867237077,nan,nan,nan,nan,36.715424216019386,0.5036329251830992,4.546582221984863,4.229376792907715,6.40029239654541,training,4.229376792907715,0.31720542907714844,-0.49826989619377166,8,9,25,3.212599992752075
35,guarino,superspike,11.165897599973096,polyak,1.6682904650163266e-05,False,,0.5011950607523188,0.1729944451915938,0.19125201641089515,15.111158767776628,1.2789740276413446,0.24815202735620592,nan,nan,0.5034123063087463,0.5449764132499695,23648.95703125,warmstart,0.5034123063087463,-0.041564106941223145,-0.04166666666666662,9,9,25,1.3253939151763916
36,van_rossum,superspike,19.66816344381456,polyak,0.012257998543649081,True,,0.4664422648811493,0.6876650491660925,nan,nan,nan,nan,15.792986197887323,0.38784169516364975,3.774306058883667,3.0049118995666504,3.543505907058716,training,3.0049118995666504,0.7693941593170166,0.19377162629757788,8,9,25,2.0138590335845947
37,van_rossum,superspike,19.21411625346907,polyak,0.0016744713149131824,False,,1.4854824964894089,0.1415958885687747,nan,nan,nan,nan,5.775051367267701,0.3925727158419199,4.971667289733887,4.9622416496276855,14.334145545959473,training,4.9622416496276855,0.009425640106201172,-0.09027777777777786,7,9,25,1.2408339977264404
38,guarino,superspike,0.5895226875839285,polyak,8.539041805325303e-05,True,,0.43808899547179253,0.4901975424015864,0.31390032785665817,10.372509541162666,2.5981913565807586,0.07310023621671406,nan,nan,0.7400507926940918,1.000091314315796,1.000091314315796,warmstart,0.7400507926940918,-0.2600405216217041,0.24561403508771928,10,9,25,1.3518881797790527
39,guarino,superspike,3.6586875503671688,polyak,0.00022585303615896935,True,,0.723858762880941,0.7686275894593791,0.4334069825965261,10.591038175166464,18.281492633555647,0.17613718216109417,nan,nan,0.6585656404495239,0.6026626229286194,0.6026626229286194,training,0.6026626229286194,0.05590301752090454,0.19377162629757788,8,9,25,1.3821380138397217
40,van_rossum,superspike,5.123905339482121,polyak,5.128924779168898e-05,True,,0.5082834534144074,0.19160300966269983,nan,nan,nan,nan,1.1019801112086165,0.9274604585040267,9.753182411193848,10.597236633300781,10.597236633300781,warmstart,9.753182411193848,-0.8440542221069336,0.0,0,9,25,1.0655696392059326
41,van_rossum,superspike,18.70174074052168,polyak,0.0030299177451635012,True,,1.1421488447760115,0.9033278719640531,nan,nan,nan,nan,16.766437552460175,0.9632112235493796,10.54129409790039,8.80268383026123,10.681662559509277,training,8.80268383026123,1.7386102676391602,0.25694444444444436,7,9,25,2.3519091606140137
42,van_rossum,superspike,17.892540206527478,polyak,0.0867585581324261,True,,0.4323423682318579,0.7337534974379162,nan,nan,nan,nan,18.801804590678856,0.3464928613130488,3.351389169692993,3.835981607437134,15.089752197265625,warmstart,3.351389169692993,-0.4845924377441406,0.30555555555555564,9,9,25,2.4271249771118164
43,van_rossum,superspike,2.2821251170468564,polyak,0.014953009259343026,True,,0.8331925652066459,0.8020597869857242,nan,nan,nan,nan,37.24263455927094,0.8225830906174316,7.5374064445495605,9.309915542602539,23.366857528686523,warmstart,7.5374064445495605,-1.7725090980529785,-0.5625,9,9,5,3.0139992237091064
44,van_rossum,superspike,12.175402134987614,polyak,0.009072476958833748,True,,1.201307388159948,0.048963709823279244,nan,nan,nan,nan,2.50304228017775,0.6218977733752458,7.992163181304932,8.087162971496582,22.539051055908203,warmstart,7.992163181304932,-0.09499979019165039,0.0,0,9,25,1.0896251201629639
45,van_rossum,superspike,5.955716479268524,polyak,8.925518478414165e-05,False,,0.5220471351142715,0.8533446711440594,nan,nan,nan,nan,3.2202997346006104,0.590320250883149,5.27660608291626,6.327818393707275,6.800635814666748,warmstart,5.27660608291626,-1.0512123107910156,0.47916666666666674,9,9,25,1.0828001499176025
46,guarino,superspike,9.829329097568056,polyak,0.09884927315513838,True,,0.44454308551674737,0.4079419511312822,0.11156957511333183,11.922566662837639,19.954020707995426,0.21026430303619756,nan,nan,0.882960319519043,1.8899762630462646,27.411405563354492,warmstart,0.882960319519043,-1.0070159435272217,-0.04166666666666662,9,9,25,1.4024622440338135
47,guarino,superspike,1.0533011047769791,polyak,1.1767253893171584e-05,False,,0.9518103974276957,0.34329246237890776,0.23917179717737472,19.22497618404694,15.287299309923394,0.16225699108348537,nan,nan,0.6664977073669434,0.45367634296417236,0.45367634296417236,training,0.45367634296417236,0.212821364402771,-1.0,213,9,1,1.3478240966796875
48,van_rossum,superspike,4.4195556230132516,polyak,0.004109195804608686,True,,0.44907493727223835,0.24137206162666291,nan,nan,nan,nan,3.5310577826469123,0.15544156408342247,2.9511663913726807,4.496300220489502,486838.75,warmstart,2.9511663913726807,-1.5451338291168213,0.36678200692041524,8,9,3,1.0556771755218506
