trial,slope,tau_ms,weight_subthreshold,lr,polyak_alpha,polyak_beta,grad_clip_norm,init_dist,init_C_m,init_g_L,init_v_reset,init_v_T,init_E_L,init_delta_T,final_loss,min_loss,gamma,n_spikes_sim,elapsed_s
16,5.76855547665043,2.5592726582050602,0.07518266232091793,0.00716773856317187,0.0,0.0,3.3716385723779623,0.45354952749842026,18.327107094897393,13.763463336722584,-75.11725846828142,-54.185944161187756,-66.12647231428741,15.649626936414123,66.24598693847656,66.08650207519531,-1.0,57,0.8659601211547852
17,1.1062639329896655,2.0640871787563544,0.13583152353384534,0.03328604268546741,0.0,0.0,2.6287089807667288,0.3353944009199879,225.41263648705652,12.452957542464237,-57.189293374887995,-52.88617502842485,-95.29033512352136,18.998150387843026,6.461842060089111,5.61909294128418,-0.07912087912087915,1,0.8684391975402832
18,8.362496133929529,3.2287722130703713,0.026321334924790638,0.027721670515667575,0.0,0.0,0.45924484456478193,0.3172420775786202,207.94389171579826,8.875923587538612,-66.93564038327537,-52.55764024310288,-95.32414358187482,17.35268185948693,4.777685165405273,4.777685165405273,0.24660397074190177,2,0.8732309341430664
19,6.500811791659616,2.747436005764703,0.2163810437771657,0.04443676242095449,0.0,0.0,1.783059965671738,0.33910223474314344,12.416577015664775,9.488420968876198,-47.000611251523225,-46.43409112042978,-89.72993944352434,6.935026289292174,63.88859558105469,61.18894577026367,-1.0,53,0.8838870525360107
20,7.701833530811052,3.302669997480093,0.06650914451304696,0.04763720397185489,0.0,0.0,0.24579608370535666,0.4689786059084968,26.99990486823788,7.795891824220103,-76.83395565220951,-56.83251425711429,-102.64175551431786,6.7385592096012905,5.622742652893066,4.984832763671875,-0.2978723404255319,12,0.9228291511535645
21,3.8679966972337496,2.217333941608537,0.05801560794796677,0.039106954016782165,0.0,0.0,0.33670955325691615,0.3083525576786368,12.533836398973156,13.601151084745982,-75.6663317563059,-50.42127819101032,-70.42125981283488,3.0247914336244826,77.17493438720703,77.17493438720703,-1.0,65,0.8585710525512695
22,9.721631231751582,2.0275547105881007,0.09446354348325091,0.006790410904622703,0.0,0.0,7.84903359273118,0.2884367254699982,121.22897790344778,12.758268780331166,-60.5063081588051,-54.741410114431,-76.90207108643384,13.945480194482649,5.272969722747803,5.272969722747803,0.1054613935969869,9,0.8455259799957275
23,8.984650652560878,2.4965884957705855,0.27071097607894257,0.03778789894460584,0.0,0.0,0.6704418964370972,0.43602922619738377,93.30275850579258,6.370361292651001,-79.72473585363672,-39.36517792182071,-95.52991872984191,3.6176280735121873,8.081452369689941,7.467064380645752,-0.1504702194357367,2,0.8485758304595947
24,7.894643222200738,2.9130946459881044,0.23893999448506278,0.03448316650013678,0.0,0.0,0.30901188878504926,0.46458238892799586,129.2667820174859,13.366666365800722,-79.70316974171608,-58.59641148308964,-91.23297803367174,13.843352228346205,7.591334342956543,7.329367160797119,-0.02610441767068273,3,0.8607642650604248
25,2.349067724593692,2.7881439483369346,0.2840676873401273,0.03715830235145282,0.0,0.0,0.9423592409341875,0.3694862643582402,119.50310551642154,13.180387507723237,-78.45704055618826,-51.49647825890641,-94.18934497750756,7.462417293740493,7.6962785720825195,6.94170618057251,-0.07912087912087915,1,0.8737931251525879
26,4.933849535406825,3.620605110546933,0.19558870380992563,0.0070901532355861765,0.0,0.0,0.5943356202692761,0.4224444671150287,122.16775978837984,12.324616361556885,-68.8741084259014,-41.38791983419494,-103.40905379244178,11.653772257045055,8.66931438446045,8.66931438446045,nan,0,0.8691370487213135
27,0.9161357749786734,2.755675288385648,0.19887645330962628,0.006542772688095197,0.0,0.0,2.877783211745001,0.3925973685613336,96.27024590307538,10.313686418364565,-76.22875873697127,-36.16342883097729,-69.22036474392,16.70152978152195,4.726639270782471,4.726639270782471,0.5619047619047619,5,0.9068241119384766
28,1.9657501746417043,3.0608823592061576,0.1440092998278651,0.041954532289018256,0.0,0.0,8.399089575251717,0.12754292410281576,215.34004937925192,7.173502961451889,-62.369737944311694,-52.05227103108692,-70.06763264131287,4.599315967489863,4.7272515296936035,4.654166221618652,0.1295774647887324,6,0.9534106254577637
29,6.988965055803319,3.1870311848843844,0.27155589701009264,0.007460993359764728,0.0,0.0,1.525720033968361,0.4823267318382873,60.58743168265364,11.493715650840088,-76.88851193193162,-41.690820577084004,-97.93427202586449,13.5577719400758,6.810976505279541,6.810976505279541,nan,0,0.8724870681762695
30,7.575240481124263,2.043662783291623,0.1532631447810987,0.011684005033012139,0.0,0.0,1.5215785379979312,0.30062326551341295,210.7986908629519,10.876890985879925,-72.55606933498619,-58.770861861519585,-107.99237127372204,2.6874257582661505,8.116790771484375,8.116790771484375,nan,0,0.8546152114868164
