trial,slope,tau_ms,weight_subthreshold,lr,polyak_alpha,polyak_beta,grad_clip_norm,init_dist,init_C_m,init_g_L,init_v_reset,init_v_T,init_E_L,init_delta_T,final_loss,min_loss,gamma,n_spikes_sim,elapsed_s
176,4.63342207002886,2.826816488779717,0.18352810633454983,0.02545354413967963,0.0,0.0,1.7824215769111276,0.4130567552751128,59.584428473965914,8.050294419901459,-47.24319730815942,-57.960257684569584,-91.34159688904596,11.958272655501283,21.523216247558594,19.716299057006836,-1.0,31,0.8898699283599854
177,9.927567858530452,3.6478247221015927,0.2957559601326983,0.011432848631075812,0.0,0.0,1.3910246172399185,0.27748781370806547,62.95996459135929,8.248099873877758,-72.23541223379675,-51.37036069848396,-69.56724102146983,9.200159584861638,7.719867706298828,7.547966480255127,-0.06465997770345608,14,1.027359962463379
178,8.970934029421683,2.5134435230703325,0.1961961599253351,0.011761761755829851,0.0,0.0,1.199501199625865,0.2385774797833963,106.1006738003893,9.092647041395114,-46.2559495571849,-57.06751409450461,-70.7656060577285,7.216060286831534,41.612281799316406,37.774566650390625,-1.0,45,0.8864476680755615
179,7.611776184841018,3.93954315766202,0.2696450677010753,0.013482391348046945,0.0,0.0,0.6078947807472627,0.39038631411876096,229.99766609223127,8.521817969949272,-77.09939728602879,-46.9989528911871,-99.74604893105403,15.306806493994142,8.844154357910156,8.803364753723145,0.12967032967032968,1,0.9054350852966309
180,8.962528663345987,3.5694440417027025,0.2177250704157741,0.005441043423620415,0.0,0.0,0.32309436429232297,0.437093835330558,161.18029221542952,11.491753263379014,-73.22786789862772,-42.28424337787149,-95.99010378588483,19.97480653314135,7.438688278198242,7.438688278198242,nan,0,0.8782451152801514
181,8.9877430771297,3.935186051994944,0.038215836517425016,0.016857237529746497,0.0,0.0,3.24073836634944,0.1889019828651931,178.30656250702145,10.723292059268102,-49.65087772745582,-45.26720750701432,-85.12625599510099,5.5089964533022115,5.026519298553467,4.796699523925781,0.048066875653082534,2,0.8894250392913818
182,5.429154423671266,3.6762731096606083,0.20982711309669375,0.032385526050501275,0.0,0.0,1.0450451054025507,0.4552608993682355,165.96575892484773,8.997155425995691,-78.49210802657544,-39.59845509075106,-107.66570750080662,13.773702333969991,7.786871910095215,7.786871910095215,nan,0,0.8773388862609863
183,3.5013259923925335,2.284207851703285,0.14529467660564457,0.022884308697617213,0.0,0.0,0.11691737727643906,0.3424371005336817,46.04580504153049,9.46055613256691,-49.93179195086478,-57.639511272146336,-79.97821946513206,12.63975610723562,31.01703643798828,30.997072219848633,-1.0,41,0.890239953994751
184,7.834118105054387,3.0529201812700277,0.2756393978947027,0.00789570385971962,0.0,0.0,0.628331741463335,0.22657382326739026,209.53184166194734,7.381878970592534,-52.00743733774683,-48.74697008146679,-90.71102393780396,7.8739026659576234,7.133965492248535,6.975661754608154,-0.02610441767068273,3,0.8902928829193115
185,6.785782000093731,2.339957042391571,0.24205033415713653,0.026730325404188755,0.0,0.0,7.197924325613831,0.2816297267653799,98.68205362506112,10.1596770114018,-76.2620061976787,-49.37335325317605,-80.66084532232146,10.465654715327977,7.113291263580322,6.999635696411133,0.2,5,0.8847060203552246
186,4.049748424300246,3.636454705254515,0.031240406282167565,0.026207682013184918,0.0,0.0,0.5594858704239655,0.29355195365800174,48.140777835413246,8.904413614333055,-64.49634139509246,-43.2781296341758,-69.4655154858126,11.45713473916855,5.529004096984863,5.529004096984863,-0.1547619047619047,15,0.8856408596038818
187,1.397433346584395,3.168324298366592,0.04017469309606753,0.009151856882842136,0.0,0.0,0.6706038089658372,0.2813374090467873,165.56466946699376,6.6175170035152355,-46.59365397283424,-52.119782741111926,-94.05687126404354,5.23401283218874,5.19649076461792,4.968061447143555,0.03827751196172252,10,0.8846273422241211
188,7.594501307815747,2.5268986287138118,0.02088330053958167,0.020981892673302662,0.0,0.0,1.7697920753197522,0.5277006000086852,29.474116506076314,12.32037432113481,-71.58284714028395,-52.93280661636717,-101.81916755271773,19.522820325678722,5.401693344116211,4.518401622772217,0.06156716417910444,7,1.2072899341583252
189,2.9933749012672144,3.8591979440143427,0.14797346242338522,0.020413573529425733,0.0,0.0,4.011895457857708,0.2903608737833344,189.63800337421702,13.439197199845605,-49.839682153127136,-37.34258001136846,-88.44346766678632,4.240287309784909,6.388769626617432,6.388769626617432,nan,0,0.9190270900726318
190,9.399724930070903,2.230372106628521,0.024231527762205905,0.034574636924832265,0.0,0.0,2.172312170716793,0.4244575071972468,85.18247690223521,8.339612135853628,-54.90031568395253,-59.35818284231644,-103.60810032869104,13.974817284842358,5.653220176696777,4.115691661834717,-0.1435406698564593,10,0.8876473903656006
191,2.789220462554005,3.127724806942628,0.21710350097240821,0.00683978288540636,0.0,0.0,5.013135718536016,0.4679365967712555,38.39174137410153,6.386334806163202,-76.17746923860832,-42.73314617392259,-103.73036332678849,3.779782861593146,6.169083595275879,5.933752059936523,0.2,5,0.8859939575195312
192,1.6662003579091174,3.4420811093334507,0.16570757443512982,0.00783084285450961,0.0,0.0,0.16902119740803187,0.4133669825960357,62.969045254592835,12.007285633572181,-72.98764807087284,-59.11561508189482,-69.23614899908267,17.650050061527534,nan,8.479433059692383,nan,0,0.9415261745452881
193,8.395570385186609,2.1176970746648633,0.2507655052659427,0.015308742148239084,0.0,0.0,7.066186677697131,0.52552865751202,52.50837020618865,8.12274071818764,-73.40048499947257,-42.01163652595675,-98.74960021148456,18.69754539019154,8.077171325683594,7.549919128417969,-0.09542356377799423,4,1.3642239570617676
194,1.9562010079326935,3.1957120664124075,0.08393873660139488,0.005534968495096201,0.0,0.0,6.424567032723192,0.3482768109426429,200.35743560822084,10.707209020557386,-79.68716213502003,-37.90826483958333,-77.25072590603506,15.970240534279121,5.694197654724121,5.694197654724121,-0.07912087912087915,1,0.9008467197418213
195,2.2030489274985214,3.6318024309261885,0.15574223524834221,0.013018597558353188,0.0,0.0,1.092187428098752,0.4098840020894028,26.51979705155794,11.668481361748338,-51.83936842315497,-36.08411609607363,-83.8788287247904,10.65279518798616,6.387089252471924,5.526386260986328,-0.07912087912087915,1,0.902874231338501
196,6.194136519448013,2.135054628836107,0.03524390577316331,0.030703582099646104,0.0,0.0,1.7761697756365151,0.29844094139707206,107.8412616958397,11.61030144771715,-47.77125433498852,-45.00612378209911,-99.7722361321247,1.3339050558743581,5.0462751388549805,5.0462751388549805,nan,0,0.8929610252380371
197,8.808339387955913,3.0244859422132544,0.26538300079508415,0.007041811547351623,0.0,0.0,0.2664563658921414,0.27280002040189805,152.39601720153135,12.916783104152422,-77.69086528493067,-50.060719775966355,-67.69788832635938,10.5318629212793,7.133429050445557,7.1283111572265625,-0.16190476190476188,5,0.9017081260681152
198,2.366129324288446,2.51711435629748,0.05250148868695149,0.014418455495794852,0.0,0.0,0.7868553027753755,0.3370906763516189,60.7513928513764,8.829251294150787,-65.71511518318178,-57.067762139580196,-80.26434902682149,12.251122252757051,6.898371696472168,6.898371696472168,-0.015483870967742206,16,0.8890128135681152
199,3.4480748925509004,3.3258489030738416,0.030708675405121497,0.048835904717055005,0.0,0.0,0.25433534707106065,0.31587149205779474,158.97626190908278,10.886332549441503,-79.41647760990811,-55.63842876084201,-102.54925991243627,2.8610782396617993,5.433762073516846,4.924551486968994,0.12967032967032968,1,0.8918700218200684
200,7.885345963291186,2.23735473415769,0.061515179556954985,0.016028394306787347,0.0,0.0,0.11065049417919004,0.2686972473966474,179.15942783560357,6.9610977158279335,-56.61320742923795,-55.54024225865811,-104.67604197884332,4.088070923705508,5.314048767089844,5.314048767089844,-0.02610441767068273,3,0.8873081207275391
201,9.73235104757919,3.874102861341014,0.2418694466168944,0.015750481265451644,0.0,0.0,9.158115917697328,0.3186445663049984,126.9327950037446,11.163860078862045,-51.58262989798271,-56.78594486338424,-82.27159636763764,15.702952388813697,4.9109673500061035,4.9109673500061035,0.40191387559808617,10,0.9171390533447266
202,5.257041268922252,3.7894571634294634,0.03174435830540484,0.018103543423725686,0.0,0.0,0.32983218471216,0.34013001181165875,81.8531894468134,6.637724634939501,-74.54189129267202,-57.71103381098858,-70.07546310397949,8.157331698844457,4.846822261810303,4.640537738800049,-0.18604651162790706,13,0.8886830806732178
203,1.8670262742368824,2.3719488397514183,0.18432824845144977,0.007673162129122035,0.0,0.0,1.5353826113747462,0.3863475447600447,130.37017918123078,12.149505214434516,-66.99755522577466,-43.77243363430968,-106.5494066051703,10.137207303803407,8.65950870513916,8.65950870513916,nan,0,0.8941471576690674
204,0.6323947332279147,2.6465317687302092,0.2238543901845377,0.007016715807878503,0.0,0.0,0.39856647628366076,0.42388857785290707,32.19936221917076,7.986273125441825,-69.7330710341586,-42.060404902826335,-79.66531161698357,15.19452168969025,8.313619613647461,8.313619613647461,-0.2606451612903229,16,1.0491180419921875
205,2.681732284989125,3.1752699493060863,0.22532434814486133,0.0237861762977283,0.0,0.0,0.551116280161344,0.49098257995184486,24.203660864587086,13.951313697384375,-78.09529899515809,-39.35630521402115,-76.6878979933759,12.243474019344578,5.882654190063477,5.80227518081665,0.34117647058823536,11,0.9111728668212891
206,1.7523110689719499,3.436124673268501,0.05701826598243934,0.01243760654928792,0.0,0.0,0.6244865903414701,0.19010866971169385,110.93714798334705,12.057058826161462,-54.10497688559039,-56.57054161275489,-74.33153871676083,2.49258295126434,70.51478576660156,62.64825439453125,-1.0,52,0.9043869972229004
207,6.937757399322146,2.8853120303205166,0.018487199513283602,0.009747127175476412,0.0,0.0,0.46783581138934427,0.3028181892817055,125.125612689563,11.160654612537554,-51.24088999186703,-48.42224454767366,-99.34138650956847,10.322532693675523,5.005864143371582,5.005864143371582,nan,0,0.8739280700683594
208,1.6574087939710456,2.3125826439219503,0.13464191513166526,0.005374791531941947,0.0,0.0,1.8827797500853374,0.32455405624090067,67.54786540053762,10.229803051649187,-63.81221359127188,-40.48738790624014,-99.1959448950862,4.799718499616451,5.769669055938721,5.769669055938721,nan,0,0.8934178352355957
209,5.310134350396013,2.208302987605743,0.060745603573363824,0.03507684321053009,0.0,0.0,8.35357817057242,0.31083124105302223,119.06262810040079,6.404034921526805,-71.9730780047573,-51.157377145307706,-88.05666293475903,6.119297513281917,5.235147476196289,5.04097843170166,0.019047619047619067,5,0.9194498062133789
210,7.095493138607422,3.999530673828688,0.2097812427041814,0.005386403332851559,0.0,0.0,0.7198952367275627,0.2921353694039048,138.94639378293346,13.027317331561372,-60.96953885248393,-52.829011956589206,-107.21085625989583,3.5966597902181494,10.526025772094727,10.526025772094727,nan,0,0.9037649631500244
211,6.020607787598572,2.9107042428869745,0.1070078398966263,0.028115973701199892,0.0,0.0,8.844096000822523,0.34648020492137616,139.07999476585385,11.469670704835039,-78.26162197560753,-55.36125425716296,-95.64134281955432,7.075689068729545,6.269622802734375,5.61505126953125,-0.07912087912087915,1,0.9002699851989746
212,2.3978686907705473,3.7450634982969966,0.13480618230993963,0.012049209716325237,0.0,0.0,2.1656809416645695,0.3116638355902383,230.43361326093103,7.630164783539381,-77.81178776823118,-51.174629267192024,-103.95011130366443,3.4050573375799935,6.9839606285095215,6.9839606285095215,nan,0,0.9394490718841553
213,8.139182998731496,2.9647520092582287,0.034045479930513545,0.01984530668748246,0.0,0.0,1.6378434568103597,0.29417507514510943,103.71365205693952,8.451129113999588,-76.78956283456242,-44.892414264313764,-87.42351052908425,2.464893710074802,4.775568962097168,4.269742488861084,-0.02610441767068273,3,0.9019739627838135
214,7.296367731350116,3.8447152770920066,0.17026508596445752,0.008843985157044449,0.0,0.0,0.2979941261113587,0.29117001206220855,208.4312290232532,8.277704465698662,-46.35167252684872,-36.71153418609186,-90.46565182015613,5.342771868328364,7.022880554199219,7.022880554199219,nan,0,0.9046378135681152
215,7.520348037197647,2.175518765543101,0.05565725688957219,0.00715104762789285,0.0,0.0,0.13361075306501768,0.32683018502655314,202.0161238819512,8.890286732979575,-74.27572568650456,-46.20980710452647,-87.97689007844303,17.15033969746517,5.6755290031433105,5.675508499145508,-0.1504702194357367,2,0.9003868103027344
216,1.7450486397944758,2.228038382669102,0.2036956982744811,0.017074893563006642,0.0,0.0,5.056727381761194,0.3574808258573099,177.73471736304637,13.00911589469403,-54.28539806644189,-43.94562598380507,-87.49202814753443,19.7635125004325,6.847405433654785,6.799224376678467,-0.07912087912087915,1,0.8919563293457031
217,1.6756611346782737,3.859264375448449,0.021350646764368108,0.024807768429818508,0.0,0.0,1.405924916846051,0.3763635268083454,230.60790952003964,12.790823852285996,-52.86382751750653,-45.5610112470372,-98.31109877632069,17.633341514671333,5.471715450286865,5.471715450286865,nan,0,0.9141900539398193
218,9.311844234561823,3.89498609008957,0.292768377684397,0.007842658404982425,0.0,0.0,0.6742605102015697,0.3250034682560547,12.487711022160275,7.8195197343514655,-65.86936442204356,-45.3460711191482,-84.76043058378399,4.340500701320409,60.7938232421875,60.7938232421875,-1.0,46,0.8988430500030518
219,4.276992841336936,2.6294348949307267,0.2053580935757435,0.013656171172133158,0.0,0.0,4.206633191153902,0.3427162843344904,34.10358595711231,7.778631420682237,-67.79519238862308,-59.64865780199784,-78.8394880752565,5.706821279012337,36.03828048706055,35.96445846557617,-1.0,42,0.8868789672851562
220,3.3590125719189277,2.710329773987744,0.05451887034357785,0.013919542925463714,0.0,0.0,0.417985065821161,0.3739861081407074,90.82302040612335,8.679213524671196,-62.08595696925174,-38.505006947634726,-103.27745209225064,7.47381515139413,5.211647987365723,5.211647987365723,nan,0,0.8731992244720459
221,5.141548430839567,2.904900469669516,0.004228393638556737,0.008221463885741818,0.0,0.0,3.6917689425199747,0.42303126016466525,169.16662577831022,6.353851306243494,-50.95074776932217,-35.95437148756434,-82.65632588381041,19.173659049583705,5.082640647888184,5.082640647888184,-0.1504702194357367,2,0.8774781227111816
222,6.797210021254033,2.8323233601345814,0.10033886766156562,0.01836620597561482,0.0,0.0,0.4528221587594442,0.4091251049168685,105.00422076930198,9.320253845241094,-76.28128817052969,-59.11382662500576,-98.99730568394598,10.084444484921807,5.501293659210205,5.229344367980957,0.2745861733203505,4,0.8999872207641602
223,9.578420941946215,2.3800904319191933,0.045843979215662224,0.006996900388546415,0.0,0.0,6.946441343063678,0.25685745797512965,126.76694989846447,7.7406030539314665,-58.55180138685004,-55.4698531290403,-95.32049868789049,4.718480788597222,4.202551364898682,4.167116165161133,0.2388059701492537,7,0.882986307144165
224,3.2212391553795228,3.7967507678787493,0.06552339993586379,0.016170340972210775,0.0,0.0,0.3435055425568718,0.32902186239187503,170.2326279977316,10.132580065778495,-54.236461532458456,-58.56879576020876,-90.85870638941863,19.37221300064699,4.378968715667725,4.378968715667725,0.019047619047619067,5,0.9038980007171631
225,9.285680078464258,2.5066152014112877,0.2618250775313668,0.006492343889886192,0.0,0.0,0.188411859222567,0.37114214948615704,22.33248838246363,9.347029517567698,-78.58606234005327,-56.33366697573,-89.18630967921268,3.9927545559969992,19.155471801757812,18.910547256469727,-1.0,29,0.9203169345855713
226,0.736165168169435,3.4105448189553034,0.18096139801525485,0.015293694588879116,0.0,0.0,2.4899659986757676,0.3203818617270156,129.3137477416839,13.381853462160556,-72.98573546309007,-57.32033725719506,-72.86255471076716,9.74512710086135,5.74163818359375,5.74163818359375,-0.005602240896358641,8,0.8874261379241943
227,5.774381402104835,2.1343113554699458,0.05293729590866984,0.01024634699347484,0.0,0.0,0.2116871549695635,0.37334064919033877,213.00055273415168,8.448986357323097,-58.03637981845186,-36.91716114245839,-102.27368902484423,16.213842626802663,5.264588356018066,5.264588356018066,nan,0,0.8771178722381592
228,6.522763560970309,2.077502663056859,0.16699782020623463,0.014164990787942481,0.0,0.0,7.920016759127153,0.4444972824514884,155.24885246437927,12.503573957016428,-74.02573292664121,-49.14783824157469,-104.20232471853713,19.24156005172193,6.742770671844482,6.742770671844482,nan,0,0.9053099155426025
229,1.5060253356321562,3.3074609451538413,0.07673419602749797,0.013574360032077336,0.0,0.0,2.046964094240157,0.348907876173582,24.419096280830928,6.523867183955106,-48.56453327364042,-52.48094629655812,-83.13409852187824,6.462035049238828,196.85276794433594,196.85276794433594,-1.0,85,1.0551459789276123
230,1.83322617210717,2.6780317151465205,0.29286025930742676,0.0404485657884508,0.0,0.0,0.2895485020983961,0.25706139797464606,159.21442639433226,7.539754954160218,-63.93956896819858,-46.66269563049014,-94.98606993707915,5.782311614110089,7.328571319580078,6.807792663574219,0.048066875653082534,2,0.902534008026123
231,4.481586033504886,3.310918785440003,0.009827169079108578,0.015449186085732076,0.0,0.0,0.2616000776549541,0.402317048141996,42.247533564379864,11.649154690463359,-74.11010494019519,-52.69684022029638,-94.83910559225671,9.632969142613732,4.150961875915527,3.1506497859954834,0.08958130477117816,4,1.3379487991333008
232,9.679203165360226,2.1880424043376605,0.2196955266503445,0.03292068840798675,0.0,0.0,7.0428765864417695,0.23866758615741457,171.5908008965154,9.423561077229643,-49.51172324975808,-43.00535883449539,-72.2680977741419,14.610725265287872,6.489136219024658,6.489136219024658,0.019047619047619067,5,0.9226806163787842
233,6.162404255726542,3.899702759831727,0.23189910785742818,0.00840663898088886,0.0,0.0,1.643296104355096,0.388304347027008,44.185313962532916,13.823418414912721,-52.469480698107205,-45.681955784149686,-102.56460766678433,4.280932323000515,9.784040451049805,9.784040451049805,nan,0,0.922015905380249
234,9.363720605202007,3.497028933786191,0.02014882918731008,0.011247417051404241,0.0,0.0,6.13016287092873,0.1469648620254147,151.29617021783258,9.32957706401609,-56.3449174819699,-50.689306877507434,-86.92196728445323,4.571202721315279,4.092292785644531,3.8798060417175293,0.019047619047619067,5,0.8994979858398438
235,8.141428698323223,3.7525344660515985,0.05156080926940547,0.005943734270544282,0.0,0.0,0.166130896886812,0.3661336716443233,45.696263187580115,6.605158109587925,-51.31262432855067,-46.11534371050847,-67.37865320420019,15.240239345827232,nan,12.166830062866211,nan,0,0.9100430011749268
236,4.94012521477527,2.2729411080890216,0.11529199773118726,0.013174004248374435,0.0,0.0,7.092255800438394,0.1692390303717306,186.81552685738362,10.072467473576124,-51.459112221602226,-36.44841386715458,-77.5216886449053,3.0061898768530253,5.853333473205566,5.123117446899414,-0.07912087912087915,1,0.9341752529144287
237,7.9552527678957805,2.640321937785739,0.26044644795872035,0.023316850674511138,0.0,0.0,1.0967272237885823,0.2598661108404479,159.73456762830645,6.9634656979287355,-77.29721521534663,-42.67748987210155,-72.43465556341826,4.017988323857965,7.165392875671387,6.790960788726807,-0.09542356377799423,4,0.9967820644378662
238,0.6694494477813835,2.736688328412688,0.1610999815255498,0.034445860500867294,0.0,0.0,2.171920040778407,0.4937759559758224,27.054179832190286,13.09218315353635,-75.37267320531959,-59.12284765640657,-77.552553405508,17.106595527811514,nan,25.48870849609375,nan,0,1.656493902206421
239,1.536867969274482,3.074345296653637,0.19659205500218715,0.018402842791991652,0.0,0.0,0.5568663085806614,0.2891827040026825,128.32886853677203,10.319401952750303,-68.20988205454175,-54.038420028344184,-76.01455684209863,17.13640375429981,5.587087154388428,5.587087154388428,-0.0488262910798122,6,0.910815954208374
240,8.379571841385996,2.5937369710148284,0.23490385063705277,0.021829443981922214,0.0,0.0,0.13130481254441637,0.3460003050852975,83.88629437799524,8.19055347900521,-70.62728981592325,-58.7351145494411,-97.35162388218285,1.4873674224110953,7.525607585906982,7.454253673553467,0.15490196078431379,11,0.9200277328491211
241,8.069762339089037,2.1212614843788105,0.24843683650125598,0.007520333180016292,0.0,0.0,8.240335283770701,0.24094950981070684,191.33375316772575,8.04741463224768,-55.84456837270227,-46.420290361486096,-72.31413665102606,19.24719582358341,6.739101886749268,6.739101886749268,0.08958130477117816,4,0.9114980697631836
242,2.71008704868112,2.7377567614749414,0.14288536292510431,0.005447234133641184,0.0,0.0,9.75431234721876,0.33946186267444345,94.47707124970795,6.706726559117097,-53.7623982464927,-59.46744184502042,-99.96664994811891,2.011762700989632,312.8454895019531,312.8449401855469,-1.0,107,0.9095890522003174
243,5.542311110691008,2.5090986292545643,0.1526379416320444,0.03094982156413549,0.0,0.0,0.5359122662455065,0.19997490967905196,216.57412547255754,6.042376653612578,-62.75402422446689,-49.4000218210255,-80.62649009533372,6.505137682815747,6.090151786804199,5.966701507568359,0.08958130477117816,4,0.8891611099243164
244,6.257150296650104,2.7718425829264297,0.21540175712633383,0.007345277567087516,0.0,0.0,7.722107790359025,0.21627238326257894,210.94994210797543,11.874765932651147,-64.86969509027185,-51.04934376218647,-73.2850288626087,15.384145672179644,5.572002410888672,5.439041614532471,0.08958130477117816,4,0.9143099784851074
245,8.743520060872106,2.3939190852400527,0.07900270762068791,0.006167931471593722,0.0,0.0,0.216497348559811,0.39281295921505016,101.77001334553091,8.730974900881018,-78.63892036181103,-57.957318863996356,-107.57366950005944,1.4638942406125095,6.026244163513184,5.894258975982666,-0.07912087912087915,1,0.8957638740539551
246,6.229517994717893,2.5237927491294707,0.2563469209096573,0.04330442987279397,0.0,0.0,0.2038773121290189,0.4136730286384808,45.16064789237961,12.857134541444598,-52.06442412354472,-38.86065380429507,-81.92898373585376,12.85719892357273,7.004429340362549,5.86190128326416,-0.09542356377799423,4,0.8917648792266846
247,4.419429908099963,3.2539046808645375,0.006236047342752471,0.04597178515456817,0.0,0.0,0.14003083548775894,0.3754560735635489,38.504301707193825,11.591722829139094,-70.19907561953345,-47.018666755344974,-67.03748282896142,17.541692492050117,nan,9.50432014465332,nan,0,0.9334380626678467
248,4.054748412368236,2.77630766915613,0.0587314806629174,0.02066461393104976,0.0,0.0,0.6060923677499304,0.4509352961953496,63.63450667803219,11.893204925602348,-76.35682375142761,-59.331437856399184,-108.73215763481629,4.234683200142235,6.012508392333984,6.012508392333984,nan,0,0.9183051586151123
249,4.545879820548344,2.690766786338984,0.24005998291095096,0.011956588342383315,0.0,0.0,0.12723438658812858,0.3608739006287252,169.8381324815724,8.90644714766415,-79.4420146361658,-35.299434215578955,-85.9979718545603,8.483724087115034,7.201923370361328,6.912280082702637,nan,0,0.9196076393127441
250,6.693344743009755,3.067811265444746,0.10207746356780167,0.03405724748817713,0.0,0.0,0.615622351188577,0.15847268490419397,129.33547586123123,10.159767278868399,-63.54171980174522,-44.67627738837573,-70.14680210592621,6.7325601494646445,5.045095920562744,4.599963665008545,0.1295774647887324,6,0.9068059921264648
251,8.741161001647086,3.5437210816878517,0.04494984980769179,0.00801105961652319,0.0,0.0,0.18913889929243574,0.45388514702280874,122.00278325457131,6.02915196957415,-49.90650015386291,-52.352402777172095,-97.7916395752234,19.953206215009658,4.755832672119141,4.755832672119141,0.019047619047619067,5,0.9180269241333008
252,4.8120203797248475,2.7577359126959147,0.05602642671342099,0.013438856970220283,0.0,0.0,2.8910499227392186,0.2506053166660603,144.41037591139323,6.984345969127922,-70.70662605372502,-51.169335293342215,-65.62729784582058,9.181811880382302,4.911311626434326,4.8963942527771,0.06156716417910444,7,0.9380669593811035
253,2.854475848037902,3.175038985111681,0.15922692058082086,0.011375940276077136,0.0,0.0,4.642215514465842,0.2165747743521538,62.93081730734608,10.557847739302538,-65.83341196800464,-58.62599029645324,-71.25861743955535,1.2980630183827744,49.24888610839844,49.00996780395508,-1.0,46,0.9157009124755859
254,2.748292448477021,3.9324052507363527,0.25385445880349633,0.04089497952407338,0.0,0.0,2.374820863046107,0.31803956338308276,216.6512362214596,12.334869628814417,-77.3461876450156,-41.909723054673655,-75.30762430373065,12.443834395145005,7.3073410987854,6.479118824005127,-0.1504702194357367,2,0.9283802509307861
255,7.587135662312741,3.0439602282361014,0.02119521473133318,0.041566879235069305,0.0,0.0,0.2517609130082574,0.4279381780718455,142.86428403590836,6.397496209983792,-77.9176269862026,-41.81778375410758,-105.24956694864906,5.595037913423074,5.11525297164917,4.963074684143066,nan,0,0.928009033203125
256,8.25740325252715,3.819595153035089,0.00914427273739482,0.02237978606484676,0.0,0.0,3.4174044909192896,0.21359033010734074,124.73241657937251,7.313309388901453,-52.35561538074911,-39.81554940552279,-72.10355549325986,1.9417942947193942,1.073377251625061,0.694064199924469,1.0,9,0.9583611488342285
257,1.5001417586141872,3.587345248512854,0.13955044075105294,0.006452234523875219,0.0,0.0,0.31550074861380345,0.3167539845081486,108.41082708373361,12.775341381714686,-67.28732133926553,-42.60449054192444,-83.48393431144957,7.5969637174363935,6.036773204803467,5.790609359741211,-0.07912087912087915,1,0.9514479637145996
258,1.1323091410741926,2.1174373633002994,0.2868562245160904,0.015176191358695901,0.0,0.0,3.303521928294622,0.33813540069561143,73.57311069079746,11.221944736795255,-75.32315520489861,-38.49693702280604,-84.06004515136834,3.118566597390944,6.255890369415283,6.255890369415283,nan,0,0.9172439575195312
259,6.147119805686292,2.858197742938514,0.08370294102423792,0.008796266335456939,0.0,0.0,1.3639396349234976,0.3144348693056944,171.81135839447364,9.448900399059351,-72.85715046228886,-35.97326767687835,-77.61584967435084,12.266878843231925,5.54677677154541,5.135900974273682,0.048066875653082534,2,0.9424200057983398
260,1.8886458198306337,3.3966368157371765,0.2877511617201145,0.038360624391737236,0.0,0.0,0.5412838040256299,0.26319002866546354,205.23945164365318,10.35095831905722,-64.54852856834836,-55.263828503482294,-103.09743086968196,9.207417011065116,8.933570861816406,8.933570861816406,nan,0,0.9217138290405273
261,8.334309809335242,3.9734238248963996,0.2663043529770004,0.006876584806367723,0.0,0.0,0.14688747184531592,0.3300239972001228,114.87415317632863,11.866500041845818,-64.52702464870933,-45.171019985864554,-72.53666641656893,19.873359214700294,5.563002109527588,5.563002109527588,0.1295774647887324,6,0.93100905418396
262,3.448179402278707,2.916752582323025,0.08494052291625333,0.005666048402686192,0.0,0.0,4.5187573351389725,0.35602169949724255,84.18082248479497,13.21563570982695,-51.78821948512404,-58.299832742011176,-94.9628481115749,5.1618162368532845,12.802236557006836,12.802236557006836,-0.5515151515151513,21,0.9218320846557617
263,1.866783363225855,2.185570908253479,0.24508441927684402,0.02531623030691857,0.0,0.0,7.573660643648651,0.26666447829811407,162.80838265728954,10.442393089741506,-62.68021315936562,-40.91090590481056,-95.00110868846075,8.272293615512046,6.6630473136901855,6.6630473136901855,nan,0,0.9316830635070801
264,9.249219488630777,3.124018349425736,0.20576019077064564,0.014198945077313983,0.0,0.0,2.1470173797940704,0.2958802106543949,209.09580809185334,13.777668074080053,-52.82749307312587,-54.57322563056935,-104.93067655262686,4.974897807550239,10.05776596069336,10.05776596069336,nan,0,0.9406328201293945
265,2.0725513659851424,2.2531275842479204,0.15354671667142714,0.034461556731849786,0.0,0.0,8.49343042163147,0.3171934971732158,107.23511395526617,7.893576221981106,-48.46355981747959,-43.231927455813995,-91.24718398476436,6.202422924369655,6.692026615142822,5.374721050262451,-0.16190476190476188,5,0.9082131385803223
266,3.204840782210388,3.5030391205587867,0.1268748429128624,0.005937445489840657,0.0,0.0,7.382829486391883,0.1633781871120367,97.5520311824218,9.808404762933842,-55.016217673849496,-57.766461044278024,-71.80251770949744,3.42364059147342,54.263031005859375,54.04860305786133,-1.0,46,0.9354710578918457
267,1.959327254324557,3.0153539949235557,0.244650826777637,0.03162613620174569,0.0,0.0,0.24502861295875886,0.3975714108227773,70.36351885366072,13.94871916618067,-73.3426978084512,-57.47144530534136,-81.27176141365408,8.469452517173274,7.201490879058838,6.5402936935424805,-0.03137254901960778,11,0.9190709590911865
268,1.5971556048208722,3.446862736754573,0.23792382980850635,0.005448848804241298,0.0,0.0,2.9001782899529602,0.5475951706659284,31.122149881757004,6.02993942679236,-77.22934482664827,-46.931610530702336,-99.6098174691076,15.773490552060048,6.1548237800598145,6.1548237800598145,0.34117647058823536,11,0.9835383892059326
269,0.7009061551961804,3.7387236537570474,0.22708090078276774,0.005333840396666418,0.0,0.0,0.4995852860140123,0.2867225193856025,207.22698560650088,7.158664141722355,-68.20430452429355,-56.33564686329506,-97.09882833881238,5.544883956260855,7.751496315002441,7.640352249145508,-0.21686746987951808,3,0.9546420574188232
