scenario_idx,base,method,delta,direction_idx,iter,loss
33,tonic,nm,0.1,33,15,0.1928478479385376
33,tonic,nm,0.1,33,16,0.20072509348392487
33,tonic,nm,0.1,33,17,0.5496620535850525
33,tonic,nm,0.1,33,18,0.2546737790107727
33,tonic,nm,0.1,33,19,0.3093714714050293
33,tonic,nm,0.1,33,20,0.25575748085975647
33,tonic,nm,0.1,33,21,0.15107421576976776
33,tonic,nm,0.1,33,22,0.11750081926584244
33,tonic,nm,0.1,33,23,0.13642540574073792
33,tonic,nm,0.1,33,24,0.1429823637008667
34,tonic,grad,0.1,34,0,0.29344525933265686
34,tonic,grad,0.1,34,1,0.37724950909614563
34,tonic,grad,0.1,34,2,0.11252904683351517
34,tonic,grad,0.1,34,3,0.2318391352891922
34,tonic,grad,0.1,34,4,0.10859248042106628
34,tonic,grad,0.1,34,5,0.03371813893318176
34,tonic,grad,0.1,34,6,0.08497755974531174
34,tonic,grad,0.1,34,7,0.09503640979528427
34,tonic,grad,0.1,34,8,0.038895685225725174
34,tonic,grad,0.1,34,9,0.006119765341281891
34,tonic,grad,0.1,34,10,0.031139466911554337
34,tonic,grad,0.1,34,11,0.054170507937669754
34,tonic,grad,0.1,34,12,0.03619813919067383
34,tonic,grad,0.1,34,13,0.011643761768937111
34,tonic,grad,0.1,34,14,0.01485198363661766
34,tonic,grad,0.1,34,15,0.03310081735253334
34,tonic,grad,0.1,34,16,0.03738996013998985
34,tonic,grad,0.1,34,17,0.023667877539992332
34,tonic,grad,0.1,34,18,0.011503318324685097
34,tonic,grad,0.1,34,19,0.01447939034551382
34,tonic,grad,0.1,34,20,0.024320315569639206
34,tonic,grad,0.1,34,21,0.025202112272381783
34,tonic,grad,0.1,34,22,0.01578560844063759
34,tonic,grad,0.1,34,23,0.00945178885012865
34,tonic,grad,0.1,34,24,0.011999797075986862
34,tonic,nm,0.1,34,0,0.29344525933265686
34,tonic,nm,0.1,34,1,0.3348352909088135
34,tonic,nm,0.1,34,2,10.363312721252441
34,tonic,nm,0.1,34,3,0.2927300035953522
34,tonic,nm,0.1,34,4,7.754215717315674
34,tonic,nm,0.1,34,5,2.5118510723114014
34,tonic,nm,0.1,34,6,4.036731243133545
34,tonic,nm,0.1,34,7,0.8579168915748596
34,tonic,nm,0.1,34,8,1.7491426467895508
34,tonic,nm,0.1,34,9,0.37524208426475525
34,tonic,nm,0.1,34,10,0.8939708471298218
34,tonic,nm,0.1,34,11,0.2551814317703247
34,tonic,nm,0.1,34,12,0.1576700359582901
34,tonic,nm,0.1,34,13,0.11671682447195053
34,tonic,nm,0.1,34,14,0.08721493184566498
34,tonic,nm,0.1,34,15,0.04681921377778053
34,tonic,nm,0.1,34,16,0.26496896147727966
34,tonic,nm,0.1,34,17,0.16458013653755188
34,tonic,nm,0.1,34,18,0.017075328156352043
34,tonic,nm,0.1,34,19,0.01698579266667366
34,tonic,nm,0.1,34,20,0.0881575420498848
34,tonic,nm,0.1,34,21,0.05861108750104904
34,tonic,nm,0.1,34,22,0.04148324951529503
34,tonic,nm,0.1,34,23,0.15460878610610962
34,tonic,nm,0.1,34,24,0.019469071179628372
35,tonic,grad,0.1,35,0,12.085740089416504
35,tonic,grad,0.1,35,1,5.695013046264648
35,tonic,grad,0.1,35,2,1.4789749383926392
35,tonic,grad,0.1,35,3,0.06473647803068161
35,tonic,grad,0.1,35,4,1.2905765771865845
35,tonic,grad,0.1,35,5,2.9996116161346436
35,tonic,grad,0.1,35,6,3.2331979274749756
35,tonic,grad,0.1,35,7,2.2816240787506104
35,tonic,grad,0.1,35,8,1.0828970670700073
35,tonic,grad,0.1,35,9,0.2723097503185272
35,tonic,grad,0.1,35,10,0.05136943981051445
35,tonic,grad,0.1,35,11,0.2788700759410858
35,tonic,grad,0.1,35,12,0.6894837617874146
35,tonic,grad,0.1,35,13,1.0467805862426758
35,tonic,grad,0.1,35,14,1.2143265008926392
35,tonic,grad,0.1,35,15,1.154906153678894
35,tonic,grad,0.1,35,16,0.9190422892570496
35,tonic,grad,0.1,35,17,0.596105694770813
35,tonic,grad,0.1,35,18,0.29243043065071106
35,tonic,grad,0.1,35,19,0.09628785401582718
35,tonic,grad,0.1,35,20,0.05699553340673447
35,tonic,grad,0.1,35,21,0.15853005647659302
35,tonic,grad,0.1,35,22,0.32665401697158813
35,tonic,grad,0.1,35,23,0.4579803943634033
35,tonic,grad,0.1,35,24,0.48747947812080383
35,tonic,nm,0.1,35,0,12.085740089416504
35,tonic,nm,0.1,35,1,11.456535339355469
35,tonic,nm,0.1,35,2,0.34597331285476685
35,tonic,nm,0.1,35,3,10.415367126464844
35,tonic,nm,0.1,35,4,1.5405831336975098
35,tonic,nm,0.1,35,5,0.13220669329166412
35,tonic,nm,0.1,35,6,2.107097864151001
35,tonic,nm,0.1,35,7,5.46458101272583
35,tonic,nm,0.1,35,8,1.498452067375183
35,tonic,nm,0.1,35,9,3.613589286804199
35,tonic,nm,0.1,35,10,0.4508371353149414
35,tonic,nm,0.1,35,11,2.7963509559631348
35,tonic,nm,0.1,35,12,0.48862224817276
35,tonic,nm,0.1,35,13,1.232205867767334
35,tonic,nm,0.1,35,14,0.20569300651550293
35,tonic,nm,0.1,35,15,0.5057619214057922
35,tonic,nm,0.1,35,16,0.24141864478588104
35,tonic,nm,0.1,35,17,0.28458383679389954
35,tonic,nm,0.1,35,18,0.1729443073272705
35,tonic,nm,0.1,35,19,0.7340877652168274
35,tonic,nm,0.1,35,20,0.13340286910533905
35,tonic,nm,0.1,35,21,0.06288590282201767
35,tonic,nm,0.1,35,22,0.04219195619225502
35,tonic,nm,0.1,35,23,0.11920376121997833
35,tonic,nm,0.1,35,24,0.028866557404398918
36,tonic,grad,0.1,36,0,9.354448318481445
36,tonic,grad,0.1,36,1,3.889073133468628
36,tonic,grad,0.1,36,2,0.6924786567687988
36,tonic,grad,0.1,36,3,0.26108136773109436
36,tonic,grad,0.1,36,4,1.7902772426605225
36,tonic,grad,0.1,36,5,2.7709603309631348
36,tonic,grad,0.1,36,6,2.3437788486480713
36,tonic,grad,0.1,36,7,1.3017845153808594
36,tonic,grad,0.1,36,8,0.42976680397987366
36,tonic,grad,0.1,36,9,0.07473577558994293
36,tonic,grad,0.1,36,10,0.19221162796020508
36,tonic,grad,0.1,36,11,0.542332112789154
36,tonic,grad,0.1,36,12,0.8775115609169006
36,tonic,grad,0.1,36,13,1.0468111038208008
36,tonic,grad,0.1,36,14,1.0026358366012573
36,tonic,grad,0.1,36,15,0.791149914264679
36,tonic,grad,0.1,36,16,0.5034171938896179
36,tonic,grad,0.1,36,17,0.23729759454727173
36,tonic,grad,0.1,36,18,0.08007600158452988
36,tonic,grad,0.1,36,19,0.0703863799571991
36,tonic,grad,0.1,36,20,0.18080683052539825
36,tonic,grad,0.1,36,21,0.33130401372909546
36,tonic,grad,0.1,36,22,0.42660805583000183
36,tonic,grad,0.1,36,23,0.41534513235092163
36,tonic,grad,0.1,36,24,0.3173333704471588
36,tonic,nm,0.1,36,0,9.354448318481445
36,tonic,nm,0.1,36,1,8.833932876586914
36,tonic,nm,0.1,36,2,0.25591883063316345
36,tonic,nm,0.1,36,3,7.853023529052734
36,tonic,nm,0.1,36,4,0.7515261173248291
36,tonic,nm,0.1,36,5,0.5439497232437134
36,tonic,nm,0.1,36,6,7.672992706298828
36,tonic,nm,0.1,36,7,2.7228753566741943
36,tonic,nm,0.1,36,8,2.790836811065674
36,tonic,nm,0.1,36,9,1.046338677406311
36,tonic,nm,0.1,36,10,1.0730544328689575
36,tonic,nm,0.1,36,11,0.4714600145816803
36,tonic,nm,0.1,36,12,2.699936628341675
36,tonic,nm,0.1,36,13,0.2573949694633484
36,tonic,nm,0.1,36,14,0.5182011723518372
36,tonic,nm,0.1,36,15,0.31761813163757324
36,tonic,nm,0.1,36,16,0.9377965331077576
36,tonic,nm,0.1,36,17,0.27130967378616333
36,tonic,nm,0.1,36,18,0.2184881865978241
36,tonic,nm,0.1,36,19,0.2824392318725586
36,tonic,nm,0.1,36,20,0.24169893562793732
36,tonic,nm,0.1,36,21,0.3071906864643097
36,tonic,nm,0.1,36,22,0.2123340368270874
36,tonic,nm,0.1,36,23,0.14748629927635193
36,tonic,nm,0.1,36,24,0.1477225422859192
37,tonic,grad,0.1,37,0,4.297365188598633
37,tonic,grad,0.1,37,1,1.0155962705612183
37,tonic,grad,0.1,37,2,0.15434475243091583
37,tonic,grad,0.1,37,3,1.1720601320266724
37,tonic,grad,0.1,37,4,1.6116845607757568
37,tonic,grad,0.1,37,5,1.0739269256591797
37,tonic,grad,0.1,37,6,0.39369648694992065
37,tonic,grad,0.1,37,7,0.07569389790296555
37,tonic,grad,0.1,37,8,0.16246095299720764
37,tonic,grad,0.1,37,9,0.42623263597488403
37,tonic,grad,0.1,37,10,0.627228856086731
37,tonic,grad,0.1,37,11,0.65399169921875
37,tonic,grad,0.1,37,12,0.514365017414093
37,tonic,grad,0.1,37,13,0.2984931468963623
37,tonic,grad,0.1,37,14,0.11211711913347244
37,tonic,grad,0.1,37,15,0.031035274267196655
37,tonic,grad,0.1,37,16,0.07153872400522232
37,tonic,grad,0.1,37,17,0.1794532984495163
37,tonic,grad,0.1,37,18,0.2654324471950531
37,tonic,grad,0.1,37,19,0.2668531537055969
37,tonic,grad,0.1,37,20,0.19263821840286255
37,tonic,grad,0.1,37,21,0.09527107328176498
37,tonic,grad,0.1,37,22,0.03098938800394535
37,tonic,grad,0.1,37,23,0.023538431152701378
37,tonic,grad,0.1,37,24,0.059670016169548035
37,tonic,nm,0.1,37,0,4.297365188598633
37,tonic,nm,0.1,37,1,3.9889633655548096
37,tonic,nm,0.1,37,2,1.3849741220474243
37,tonic,nm,0.1,37,3,3.243910074234009
37,tonic,nm,0.1,37,4,0.2518043518066406
37,tonic,nm,0.1,37,5,1.185840368270874
37,tonic,nm,0.1,37,6,2.925471305847168
37,tonic,nm,0.1,37,7,14.19249439239502
37,tonic,nm,0.1,37,8,0.5282338857650757
37,tonic,nm,0.1,37,9,1.6644492149353027
37,tonic,nm,0.1,37,10,0.593173086643219
37,tonic,nm,0.1,37,11,3.020608425140381
37,tonic,nm,0.1,37,12,0.4704326093196869
37,tonic,nm,0.1,37,13,0.6088205575942993
37,tonic,nm,0.1,37,14,0.3287215232849121
37,tonic,nm,0.1,37,15,1.0536460876464844
37,tonic,nm,0.1,37,16,0.2656688392162323
37,tonic,nm,0.1,37,17,0.7037757039070129
37,tonic,nm,0.1,37,18,0.2711971700191498
37,tonic,nm,0.1,37,19,0.3747173249721527
37,tonic,nm,0.1,37,20,0.23630894720554352
37,tonic,nm,0.1,37,21,0.3073422610759735
37,tonic,nm,0.1,37,22,0.21807056665420532
37,tonic,nm,0.1,37,23,0.40884169936180115
37,tonic,nm,0.1,37,24,0.20893287658691406
38,tonic,grad,0.1,38,0,0.35119661688804626
38,tonic,grad,0.1,38,1,0.8513190150260925
38,tonic,grad,0.1,38,2,0.27913615107536316
38,tonic,grad,0.1,38,3,0.24519681930541992
38,tonic,grad,0.1,38,4,0.4129709005355835
38,tonic,grad,0.1,38,5,0.3430972695350647
38,tonic,grad,0.1,38,6,0.15947140753269196
38,tonic,grad,0.1,38,7,0.06364776194095612
38,tonic,grad,0.1,38,8,0.10605771839618683
38,tonic,grad,0.1,38,9,0.16264179348945618
38,tonic,grad,0.1,38,10,0.1317235678434372
38,tonic,grad,0.1,38,11,0.05594416707754135
38,tonic,grad,0.1,38,12,0.016759835183620453
38,tonic,grad,0.1,38,13,0.037692055106163025
38,tonic,grad,0.1,38,14,0.07702308148145676
38,tonic,grad,0.1,38,15,0.08794941008090973
38,tonic,grad,0.1,38,16,0.062139905989170074
38,tonic,grad,0.1,38,17,0.029234489426016808
38,tonic,grad,0.1,38,18,0.019045716151595116
38,tonic,grad,0.1,38,19,0.036174215376377106
38,tonic,grad,0.1,38,20,0.0565740205347538
38,tonic,grad,0.1,38,21,0.05775544419884682
38,tonic,grad,0.1,38,22,0.040861647576093674
38,tonic,grad,0.1,38,23,0.025034833699464798
38,tonic,grad,0.1,38,24,0.023577919229865074
38,tonic,nm,0.1,38,0,0.35119661688804626
38,tonic,nm,0.1,38,1,0.34157606959342957
38,tonic,nm,0.1,38,2,8.0706205368042
38,tonic,nm,0.1,38,3,0.15452446043491364
38,tonic,nm,0.1,38,4,9.997617721557617
38,tonic,nm,0.1,38,5,2.6886422634124756
38,tonic,nm,0.1,38,6,3.809985637664795
38,tonic,nm,0.1,38,7,0.9523137807846069
38,tonic,nm,0.1,38,8,1.6040940284729004
38,tonic,nm,0.1,38,9,0.41893211007118225
38,tonic,nm,0.1,38,10,0.8000917434692383
38,tonic,nm,0.1,38,11,0.27007701992988586
38,tonic,nm,0.1,38,12,0.24428227543830872
38,tonic,nm,0.1,38,13,0.33503207564353943
38,tonic,nm,0.1,38,14,0.2517431080341339
38,tonic,nm,0.1,38,15,0.1338193714618683
38,tonic,nm,0.1,38,16,0.10164555162191391
38,tonic,nm,0.1,38,17,0.12522122263908386
38,tonic,nm,0.1,38,18,0.09224899113178253
38,tonic,nm,0.1,38,19,0.14794713258743286
38,tonic,nm,0.1,38,20,0.04343082755804062
38,tonic,nm,0.1,38,21,0.036071959882974625
38,tonic,nm,0.1,38,22,0.019493388012051582
38,tonic,nm,0.1,38,23,0.024398569017648697
38,tonic,nm,0.1,38,24,0.16010411083698273
39,tonic,grad,0.1,39,0,0.7601022124290466
39,tonic,grad,0.1,39,1,0.22936293482780457
39,tonic,grad,0.1,39,2,0.5382993221282959
39,tonic,grad,0.1,39,3,0.23293480277061462
39,tonic,grad,0.1,39,4,0.07668902724981308
39,tonic,grad,0.1,39,5,0.18640388548374176
39,tonic,grad,0.1,39,6,0.26079773902893066
39,tonic,grad,0.1,39,7,0.17833176255226135
39,tonic,grad,0.1,39,8,0.058647021651268005
39,tonic,grad,0.1,39,9,0.025127161294221878
39,tonic,grad,0.1,39,10,0.07964077591896057
39,tonic,grad,0.1,39,11,0.11910894513130188
39,tonic,grad,0.1,39,12,0.08657355606555939
39,tonic,grad,0.1,39,13,0.028447570279240608
39,tonic,grad,0.1,39,14,0.00964215025305748
39,tonic,grad,0.1,39,15,0.03675776720046997
39,tonic,grad,0.1,39,16,0.06704656779766083
39,tonic,grad,0.1,39,17,0.06549413502216339
39,tonic,grad,0.1,39,18,0.037651702761650085
39,tonic,grad,0.1,39,19,0.015209026634693146
39,tonic,grad,0.1,39,20,0.019346870481967926
39,tonic,grad,0.1,39,21,0.04005638509988785
39,tonic,grad,0.1,39,22,0.05061814561486244
39,tonic,grad,0.1,39,23,0.03915635123848915
39,tonic,grad,0.1,39,24,0.021242009475827217
39,tonic,nm,0.1,39,0,0.7601022124290466
39,tonic,nm,0.1,39,1,0.6723558902740479
39,tonic,nm,0.1,39,2,5.538416385650635
39,tonic,nm,0.1,39,3,0.34303489327430725
39,tonic,nm,0.1,39,4,13.149418830871582
39,tonic,nm,0.1,39,5,1.3398141860961914
39,tonic,nm,0.1,39,6,5.777161121368408
39,tonic,nm,0.1,39,7,0.29451489448547363
39,tonic,nm,0.1,39,8,0.16241037845611572
39,tonic,nm,0.1,39,9,0.37691083550453186
39,tonic,nm,0.1,39,10,0.6019370555877686
39,tonic,nm,0.1,39,11,0.2748189866542816
39,tonic,nm,0.1,39,12,1.5145574808120728
39,tonic,nm,0.1,39,13,0.12440474331378937
39,tonic,nm,0.1,39,14,0.058763179928064346
39,tonic,nm,0.1,39,15,0.07449892908334732
39,tonic,nm,0.1,39,16,0.28015896677970886
39,tonic,nm,0.1,39,17,0.15202049911022186
39,tonic,nm,0.1,39,18,0.0774204283952713
39,tonic,nm,0.1,39,19,0.3039509057998657
39,tonic,nm,0.1,39,20,0.08701078593730927
39,tonic,nm,0.1,39,21,0.03664202243089676
39,tonic,nm,0.1,39,22,0.03893272578716278
39,tonic,nm,0.1,39,23,0.06439419090747833
39,tonic,nm,0.1,39,24,0.029416246339678764
40,tonic,grad,0.1,40,0,1.3028748035430908
40,tonic,grad,0.1,40,1,0.1571235954761505
40,tonic,grad,0.1,40,2,0.4937452971935272
40,tonic,grad,0.1,40,3,0.7198991179466248
40,tonic,grad,0.1,40,4,0.5400762557983398
40,tonic,grad,0.1,40,5,0.24530135095119476
40,tonic,grad,0.1,40,6,0.070481076836586
40,tonic,grad,0.1,40,7,0.08867526054382324
40,tonic,grad,0.1,40,8,0.20148172974586487
40,tonic,grad,0.1,40,9,0.2594565153121948
40,tonic,grad,0.1,40,10,0.2112552374601364
40,tonic,grad,0.1,40,11,0.10714703798294067
40,tonic,grad,0.1,40,12,0.027171235531568527
40,tonic,grad,0.1,40,13,0.009359541349112988
40,tonic,grad,0.1,40,14,0.04216630384325981
40,tonic,grad,0.1,40,15,0.08738861232995987
40,tonic,grad,0.1,40,16,0.11059185117483139
40,tonic,grad,0.1,40,17,0.0995335504412651
40,tonic,grad,0.1,40,18,0.06474612653255463
40,tonic,grad,0.1,40,19,0.029757816344499588
40,tonic,grad,0.1,40,20,0.01225018035620451
40,tonic,grad,0.1,40,21,0.01872476190328598
40,tonic,grad,0.1,40,22,0.039536017924547195
40,tonic,grad,0.1,40,23,0.057877760380506516
40,tonic,grad,0.1,40,24,0.061855498701334
40,tonic,nm,0.1,40,0,1.3028748035430908
40,tonic,nm,0.1,40,1,1.478853702545166
40,tonic,nm,0.1,40,2,17.514846801757812
40,tonic,nm,0.1,40,3,1.8997489213943481
40,tonic,nm,0.1,40,4,3.1104209423065186
40,tonic,nm,0.1,40,5,0.3258568048477173
40,tonic,nm,0.1,40,6,0.20771728456020355
40,tonic,nm,0.1,40,7,0.7442303895950317
40,tonic,nm,0.1,40,8,0.9138116240501404
40,tonic,nm,0.1,40,9,4.746522903442383
40,tonic,nm,0.1,40,10,0.2694118916988373
40,tonic,nm,0.1,40,11,0.6302931308746338
40,tonic,nm,0.1,40,12,0.2553374171257019
40,tonic,nm,0.1,40,13,1.0190154314041138
40,tonic,nm,0.1,40,14,0.1281200796365738
40,tonic,nm,0.1,40,15,0.32692602276802063
40,tonic,nm,0.1,40,16,0.1622692346572876
40,tonic,nm,0.1,40,17,0.35740765929222107
40,tonic,nm,0.1,40,18,0.153727188706398
40,tonic,nm,0.1,40,19,0.1642194241285324
40,tonic,nm,0.1,40,20,0.12092059850692749
40,tonic,nm,0.1,40,21,0.08236178755760193
40,tonic,nm,0.1,40,22,0.1107303649187088
40,tonic,nm,0.1,40,23,0.11264246702194214
40,tonic,nm,0.1,40,24,0.06001730635762215
41,tonic,grad,0.1,41,0,0.7442787289619446
41,tonic,grad,0.1,41,1,0.11436401307582855
41,tonic,grad,0.1,41,2,0.532975971698761
41,tonic,grad,0.1,41,3,0.23586660623550415
41,tonic,grad,0.1,41,4,0.027707181870937347
41,tonic,grad,0.1,41,5,0.13751673698425293
41,tonic,grad,0.1,41,6,0.2576274275779724
41,tonic,grad,0.1,41,7,0.20343108475208282
41,tonic,grad,0.1,41,8,0.07158163189888
41,tonic,grad,0.1,41,9,0.013395988382399082
41,tonic,grad,0.1,41,10,0.06859688460826874
41,tonic,grad,0.1,41,11,0.1347413808107376
41,tonic,grad,0.1,41,12,0.11915582418441772
41,tonic,grad,0.1,41,13,0.050231270492076874
41,tonic,grad,0.1,41,14,0.012848789803683758
41,tonic,grad,0.1,41,15,0.03425295278429985
41,tonic,grad,0.1,41,16,0.07404986023902893
41,tonic,grad,0.1,41,17,0.08284910023212433
41,tonic,grad,0.1,41,18,0.054846227169036865
41,tonic,grad,0.1,41,19,0.02190518192946911
41,tonic,grad,0.1,41,20,0.018142545595765114
41,tonic,grad,0.1,41,21,0.041149962693452835
41,tonic,grad,0.1,41,22,0.05751130357384682
41,tonic,grad,0.1,41,23,0.046858277171850204
41,tonic,grad,0.1,41,24,0.024330487474799156
41,tonic,nm,0.1,41,0,0.7442787289619446
41,tonic,nm,0.1,41,1,0.6382158398628235
41,tonic,nm,0.1,41,2,5.155004978179932
41,tonic,nm,0.1,41,3,0.3447793424129486
41,tonic,nm,0.1,41,4,13.5013427734375
41,tonic,nm,0.1,41,5,1.1097352504730225
41,tonic,nm,0.1,41,6,5.975796699523926
41,tonic,nm,0.1,41,7,0.15387040376663208
41,tonic,nm,0.1,41,8,0.0630379244685173
41,tonic,nm,0.1,41,9,0.24985197186470032
41,tonic,nm,0.1,41,10,0.46006473898887634
41,tonic,nm,0.1,41,11,0.1602141261100769
41,tonic,nm,0.1,41,12,1.2856380939483643
41,tonic,nm,0.1,41,13,0.07517730444669724
41,tonic,nm,0.1,41,14,0.12210331857204437
41,tonic,nm,0.1,41,15,0.2804907560348511
41,tonic,nm,0.1,41,16,0.07464246451854706
41,tonic,nm,0.1,41,17,0.08739864081144333
41,tonic,nm,0.1,41,18,0.053214434534311295
41,tonic,nm,0.1,41,19,0.31345778703689575
41,tonic,nm,0.1,41,20,0.037314385175704956
41,tonic,nm,0.1,41,21,0.020673435181379318
41,tonic,nm,0.1,41,22,0.01619185321033001
41,tonic,nm,0.1,41,23,0.02053668349981308
41,tonic,nm,0.1,41,24,0.0929156243801117
42,tonic,grad,0.1,42,0,0.2993544936180115
42,tonic,grad,0.1,42,1,0.26920387148857117
42,tonic,grad,0.1,42,2,0.09206686913967133
42,tonic,grad,0.1,42,3,0.1066993698477745
42,tonic,grad,0.1,42,4,0.07184864580631256
42,tonic,grad,0.1,42,5,0.01669330522418022
42,tonic,grad,0.1,42,6,0.04307272285223007
42,tonic,grad,0.1,42,7,0.048454124480485916
42,tonic,grad,0.1,42,8,0.019509444013237953
42,tonic,grad,0.1,42,9,0.02168303355574608
42,tonic,grad,0.1,42,10,0.044805921614170074
42,tonic,grad,0.1,42,11,0.04008055105805397
42,tonic,grad,0.1,42,12,0.024818425998091698
42,tonic,grad,0.1,42,13,0.02885344810783863
42,tonic,grad,0.1,42,14,0.03819470852613449
42,tonic,grad,0.1,42,15,0.03235051780939102
42,tonic,grad,0.1,42,16,0.021105322986841202
42,tonic,grad,0.1,42,17,0.021517286077141762
42,tonic,grad,0.1,42,18,0.027492742985486984
42,tonic,grad,0.1,42,19,0.024165671318769455
42,tonic,grad,0.1,42,20,0.017205968499183655
42,tonic,grad,0.1,42,21,0.01703622005879879
42,tonic,grad,0.1,42,22,0.021573636680841446
42,tonic,grad,0.1,42,23,0.021306950598955154
42,tonic,grad,0.1,42,24,0.016955075785517693
42,tonic,nm,0.1,42,0,0.2993544936180115
42,tonic,nm,0.1,42,1,0.36246293783187866
42,tonic,nm,0.1,42,2,11.018376350402832
42,tonic,nm,0.1,42,3,0.363065630197525
42,tonic,nm,0.1,42,4,7.168212890625
42,tonic,nm,0.1,42,5,2.1844801902770996
42,tonic,nm,0.1,42,6,4.433591365814209
42,tonic,nm,0.1,42,7,0.6816784739494324
42,tonic,nm,0.1,42,8,1.995083212852478
42,tonic,nm,0.1,42,9,0.2869087755680084
42,tonic,nm,0.1,42,10,0.508048415184021
42,tonic,nm,0.1,42,11,0.2757364511489868
42,tonic,nm,0.1,42,12,0.16997945308685303
42,tonic,nm,0.1,42,13,0.18484900891780853
42,tonic,nm,0.1,42,14,0.19933448731899261
42,tonic,nm,0.1,42,15,0.15177640318870544
42,tonic,nm,0.1,42,16,0.2223610281944275
42,tonic,nm,0.1,42,17,0.2610939145088196
42,tonic,nm,0.1,42,18,0.17217124998569489
42,tonic,nm,0.1,42,19,0.1397799700498581
42,tonic,nm,0.1,42,20,0.2054191529750824
42,tonic,nm,0.1,42,21,0.3454620838165283
42,tonic,nm,0.1,42,22,0.12372338771820068
42,tonic,nm,0.1,42,23,0.15426383912563324
42,tonic,nm,0.1,42,24,0.1274961531162262
43,tonic,grad,0.1,43,0,4.12507438659668
43,tonic,grad,0.1,43,1,0.8854944109916687
43,tonic,grad,0.1,43,2,0.057060059159994125
43,tonic,grad,0.1,43,3,1.0916998386383057
43,tonic,grad,0.1,43,4,1.5371297597885132
43,tonic,grad,0.1,43,5,1.004138708114624
43,tonic,grad,0.1,43,6,0.32382839918136597
43,tonic,grad,0.1,43,7,0.020242325961589813
43,tonic,grad,0.1,43,8,0.12759526073932648
43,tonic,grad,0.1,43,9,0.4053555130958557
43,tonic,grad,0.1,43,10,0.6098551750183105
43,tonic,grad,0.1,43,11,0.6235191226005554
43,tonic,grad,0.1,43,12,0.4732212424278259
43,tonic,grad,0.1,43,13,0.2517574429512024
43,tonic,grad,0.1,43,14,0.0743335634469986
43,tonic,grad,0.1,43,15,0.019010508432984352
43,tonic,grad,0.1,43,16,0.08924002945423126
43,tonic,grad,0.1,43,17,0.21246063709259033
43,tonic,grad,0.1,43,18,0.2880992889404297
43,tonic,grad,0.1,43,19,0.26690515875816345
43,tonic,grad,0.1,43,20,0.17458684742450714
43,tonic,grad,0.1,43,21,0.07483381032943726
43,tonic,grad,0.1,43,22,0.02606811746954918
43,tonic,grad,0.1,43,23,0.03987200930714607
43,tonic,grad,0.1,43,24,0.09017124772071838
43,tonic,nm,0.1,43,0,4.12507438659668
43,tonic,nm,0.1,43,1,3.7927730083465576
43,tonic,nm,0.1,43,2,1.204357385635376
43,tonic,nm,0.1,43,3,3.1472630500793457
43,tonic,nm,0.1,43,4,0.10939139872789383
43,tonic,nm,0.1,43,5,1.0526421070098877
43,tonic,nm,0.1,43,6,2.7919325828552246
43,tonic,nm,0.1,43,7,14.012016296386719
43,tonic,nm,0.1,43,8,0.4074157178401947
43,tonic,nm,0.1,43,9,1.4654018878936768
43,tonic,nm,0.1,43,10,0.4187356233596802
43,tonic,nm,0.1,43,11,2.9092016220092773
43,tonic,nm,0.1,43,12,0.30399712920188904
43,tonic,nm,0.1,43,13,0.4850340783596039
43,tonic,nm,0.1,43,14,0.1675529181957245
43,tonic,nm,0.1,43,15,0.8743294477462769
43,tonic,nm,0.1,43,16,0.1286507397890091
43,tonic,nm,0.1,43,17,0.5758692622184753
43,tonic,nm,0.1,43,18,0.11278678476810455
43,tonic,nm,0.1,43,19,0.24029378592967987
43,tonic,nm,0.1,43,20,0.08169617503881454
43,tonic,nm,0.1,43,21,0.3316919505596161
43,tonic,nm,0.1,43,22,0.06141303479671478
43,tonic,nm,0.1,43,23,0.1067744567990303
43,tonic,nm,0.1,43,24,0.434868723154068
44,tonic,grad,0.1,44,0,1.6375552415847778
44,tonic,grad,0.1,44,1,0.2653632164001465
44,tonic,grad,0.1,44,2,0.5032666921615601
44,tonic,grad,0.1,44,3,0.8306997418403625
44,tonic,grad,0.1,44,4,0.7439499497413635
44,tonic,grad,0.1,44,5,0.4438909888267517
44,tonic,grad,0.1,44,6,0.18426840007305145
44,tonic,grad,0.1,44,7,0.09143326431512833
44,tonic,grad,0.1,44,8,0.15412110090255737
44,tonic,grad,0.1,44,9,0.2553892135620117
44,tonic,grad,0.1,44,10,0.2840593159198761
44,tonic,grad,0.1,44,11,0.22231456637382507
44,tonic,grad,0.1,44,12,0.1206977516412735
44,tonic,grad,0.1,44,13,0.04230153188109398
44,tonic,grad,0.1,44,14,0.01748931221663952
44,tonic,grad,0.1,44,15,0.040496278554201126
44,tonic,grad,0.1,44,16,0.08170883357524872
44,tonic,grad,0.1,44,17,0.1117783784866333
44,tonic,grad,0.1,44,18,0.11372967064380646
44,tonic,grad,0.1,44,19,0.09056930243968964
44,tonic,grad,0.1,44,20,0.056756533682346344
44,tonic,grad,0.1,44,21,0.029155706986784935
44,tonic,grad,0.1,44,22,0.019046839326620102
44,tonic,grad,0.1,44,23,0.027305617928504944
44,tonic,grad,0.1,44,24,0.04541083797812462
44,tonic,nm,0.1,44,0,1.6375552415847778
44,tonic,nm,0.1,44,1,1.8265149593353271
44,tonic,nm,0.1,44,2,18.59172248840332
44,tonic,nm,0.1,44,3,2.285353422164917
44,tonic,nm,0.1,44,4,2.745558977127075
