scenario,method,delta,direction_idx,gamma,n_spikes_sim,n_spikes_gt,init_loss,final_loss,kept_source,n_iter,n_clipped,elapsed_s,param_err_C_m,param_err_g_L,param_err_E_L,param_err_v_T,param_err_delta_T,param_err_v_reset
tonic,grad_guarino,0.02,5,1.0,9,9,0.17932479083538055,0.04125656560063362,training,500,0,1.9156749248504639,0.001960953422214674,0.02275395393371582,0.007188924153645833,0.00101776123046875,0.0021930368323075143,0.014285714285714285
tonic,grad_vanrossum,0.02,5,1.0,9,9,2.0181851387023926,0.08011999726295471,training,500,0,3.381707191467285,0.0004521245541779891,0.00887441635131836,0.0007726033528645833,0.001611328125,0.004030767240022358,0.0033036368233816966
tonic,nm_guarino,0.02,5,1.0,9,9,0.17924891412258148,0.0017270729877054691,training,569,0,0.8692309856414795,0.0036597838061925604,0.03955751486663606,0.005231794220202661,0.004214972000193313,0.007734506259194345,0.004006350868729669
tonic,grad_guarino,0.02,6,1.0,9,9,0.2471488118171692,0.08670101314783096,training,500,0,1.9100596904754639,0.006475232995074728,0.022605419158935547,0.001505703396267361,0.010492095947265625,0.004495520340768914,0.010190691266741072
tonic,grad_vanrossum,0.02,6,1.0,9,9,2.487825870513916,0.36629214882850647,training,210,0,1.8358559608459473,0.004484823475713315,0.04207277297973633,0.009234449598524305,0.01198455810546875,0.0036962785218891347,0.021973746163504466
tonic,nm_guarino,0.02,6,1.0,9,9,0.2470717877149582,0.003398844040930271,training,608,0,0.9142868518829346,0.007498990563980882,0.05479473006664404,0.005929853080493786,0.015053902159716017,0.008246676368983498,0.003601099446601097
tonic,grad_guarino,0.02,7,1.0,9,9,0.04801519587635994,0.04801519587635994,init,500,0,1.9576661586761475,0.003322397832864656,0.007124381254412615,0.00022188942340430154,0.005375982354243547,0.013385839294899454,0.011404987924751099
tonic,grad_vanrossum,0.02,7,1.0,9,9,0.6808698177337646,0.6808698177337646,init,16,0,0.8162767887115479,0.003322397832864656,0.007124381254412615,0.00022188942340430154,0.005375982354243547,0.013385839294899454,0.011404987924751099
tonic,nm_guarino,0.02,7,1.0,9,9,0.047940634191036224,0.0017270729877054691,training,488,0,0.8121349811553955,0.01606170478481142,0.004266264833477473,2.643102892976559e-05,0.005797049414047137,0.01320638549396694,0.004255487191645102
tonic,grad_guarino,0.02,8,1.0,9,9,0.4844244420528412,0.14385010302066803,training,500,0,1.9394619464874268,0.0061039800229279895,0.020746231079101562,0.011477322048611112,0.004159088134765625,0.004414972506071392,0.0027428763253348216
tonic,grad_vanrossum,0.02,8,0.24561403508771928,10,9,3.594547986984253,2.9329211711883545,training,500,0,3.378431797027588,0.006651372494904891,0.002787470817565918,0.014264763726128473,0.0018121337890625,0.012589228780646073,0.02342529296875
tonic,nm_guarino,0.02,8,1.0,9,9,0.4843420088291168,0.0007962725940160453,training,699,0,0.963299036026001,0.030200330445874512,0.013914502217312386,0.01508408158212641,0.004899848640060327,0.011197229523289177,0.0031090286035756823
tonic,grad_guarino,0.02,9,0.30555555555555564,9,9,0.635806143283844,0.29942864179611206,training,500,0,1.9224810600280762,0.005758467964504076,0.016036629676818848,0.0055048624674479164,0.00885833740234375,0.0008465051651000977,0.0036124093191964284
tonic,grad_vanrossum,0.02,9,0.4210526315789474,10,9,3.585796356201172,2.9933879375457764,training,500,0,3.3588979244232178,0.006644870923913043,0.009399652481079102,0.010028584798177084,0.016994781494140625,0.011566613849840666,0.009416961669921875
tonic,nm_guarino,0.02,9,1.0,9,9,0.6357223391532898,0.0010604673298075795,training,624,0,0.9438042640686035,0.028687003064413335,0.062012692908865796,0.015522911964969745,0.005809349989897327,0.007235481096428283,0.003932196252242802
tonic,grad_guarino,0.02,10,1.0,9,9,0.14485250413417816,0.0232965387403965,training,500,0,1.912302017211914,0.0009856514308763586,0.014896512031555176,0.010224745008680555,0.0039044189453125,0.009424849560386256,0.0006154741559709822
tonic,grad_vanrossum,0.02,10,1.0,9,9,1.6969704627990723,1.4647033214569092,training,500,0,3.3566269874572754,0.0009117458177649457,0.017242074012756348,0.009844122992621527,0.00310516357421875,0.005185102161608245,0.006980569022042411
tonic,nm_guarino,0.02,10,1.0,9,9,0.14477816224098206,0.0002651656686794013,training,581,0,0.8813960552215576,0.010296763670976856,0.06520330898780768,0.0003702921321247585,0.01040268834736537,0.007415834352417374,0.0014149216914195303
tonic,grad_guarino,0.02,11,0.6527777777777778,9,9,0.2080119252204895,0.20801186561584473,training,500,0,1.9681422710418701,0.008519379988960598,0.0011235475540161133,3.3908420138888887e-06,0.00372100830078125,0.005667793123345626,0.016738782610212055
