scenario,method,delta,direction_idx,gamma,n_spikes_sim,n_spikes_gt,init_loss,final_loss,kept_source,n_iter,n_clipped,elapsed_s,param_err_C_m,param_err_g_L,param_err_E_L,param_err_v_T,param_err_delta_T,param_err_v_reset
tonic,grad_guarino,0.2,3,-0.20350877192982458,6,9,4.341608047485352,2.8174726963043213,training,500,0,1.9422979354858398,0.0840862108313519,0.16110336780548096,0.103350830078125,0.0858038330078125,0.014598306856657329,0.013247789655412947
tonic,grad_vanrossum,0.2,3,0.035714285714285705,5,9,4.3298234939575195,4.1406941413879395,training,500,0,3.412182569503784,0.08724451479704484,0.09017562866210938,0.11894904242621528,0.09886077880859374,1.731671785053454e-05,0.010003771100725447
tonic,nm_guarino,0.2,3,1.0,9,9,2.741619348526001,0.016169073060154915,training,855,0,1.1059391498565674,0.05250612983138655,0.06822740986423215,0.02494199426877704,0.06085926622910108,0.0017552166890943965,0.02756900514062579
tonic,grad_guarino,0.2,4,0.06060606060606066,13,9,4.790215015411377,3.8260812759399414,training,500,0,1.963165044784546,0.03682264245074728,0.0834505558013916,0.08280537923177084,0.063006591796875,0.01815541794425563,0.1378049577985491
tonic,grad_vanrossum,0.2,4,0.06060606060606066,13,9,5.179255485534668,4.883345603942871,training,500,0,3.4727537631988525,0.03682264245074728,0.0834505558013916,0.08280537923177084,0.063006591796875,0.01815541794425563,0.1378049577985491
tonic,nm_guarino,0.2,4,1.0,9,9,2.290088653564453,0.0028428840450942516,training,625,0,0.9237041473388672,0.014528901535958955,0.1516041408487827,0.0013403472517599842,0.052187903423733244,0.027108322037868737,0.0009559006570140939
tonic,grad_guarino,0.2,5,0.6527777777777778,9,9,1.2587133646011353,0.2803345024585724,training,500,1,1.965165138244629,0.011287257982336957,0.07189047336578369,0.028051588270399306,0.0317852783203125,0.02787929459622032,0.12098279680524554
tonic,grad_vanrossum,0.2,5,1.0,9,9,3.972276449203491,1.6315107345581055,training,500,1,3.4495081901550293,0.010580046280570653,0.05829894542694092,0.024226718478732638,0.02769134521484375,0.022180118058857164,0.1160858154296875
tonic,nm_guarino,0.2,5,1.0,9,9,1.1586215496063232,0.025083566084504128,training,787,1,1.0834479331970215,0.026691173583840256,0.15002068766702314,0.060542551715596145,0.023458086792820437,0.0513126679322913,0.024722749579554407
tonic,grad_guarino,0.2,6,0.18571428571428572,11,9,1.9707752466201782,1.6494640111923218,training,500,1,2.0570502281188965,0.06798838739809783,0.13345015048980713,0.03159450954861111,0.07552841186523437,0.048166676571494656,0.07541264125279018
tonic,grad_vanrossum,0.2,6,0.4210526315789474,10,9,3.7899770736694336,2.920161485671997,training,500,1,3.4717540740966797,0.06671600341796875,0.16985392570495605,0.02508392333984375,0.08709014892578125,0.03293547504826596,0.0848557608468192
tonic,nm_guarino,0.2,6,1.0,9,9,1.5706655979156494,0.014841852709650993,training,413,1,0.7737250328063965,0.04340523360813469,0.14117858073057787,0.012037250794324765,0.09897096039339345,0.05211319872508071,0.020132005701899353
tonic,grad_guarino,0.2,7,1.0,9,9,1.3495924472808838,0.24783535301685333,training,500,1,1.922609806060791,0.03141360075577446,0.1288154125213623,0.011787584092881944,0.03669677734375,0.07477297594672755,0.11138338361467634
tonic,grad_vanrossum,0.2,7,0.19377162629757788,8,9,3.1675477027893066,3.0259079933166504,training,500,1,3.500244140625,0.03286026664402174,0.0816805362701416,0.004077996148003472,0.05042343139648438,0.057021366922478924,0.11681573050362723
tonic,nm_guarino,0.2,7,1.0,9,9,0.9496892690658569,0.03291608765721321,training,872,1,1.0937888622283936,0.01388500110912095,0.049456288098559176,0.07155282391807734,0.0004907641285825548,0.052268853858097784,0.029772394632079063
tonic,grad_guarino,0.2,8,-0.05860805860805866,12,9,5.242180824279785,2.698532819747925,training,500,2,1.9467029571533203,0.06576498280400815,0.10689747333526611,0.106427001953125,0.00918182373046875,0.02657158751236765,0.016363525390625
tonic,grad_vanrossum,0.2,8,0.38735177865612636,14,9,5.647988796234131,5.433315277099609,training,500,2,3.4304800033569336,0.06602677055027174,0.06198549270629883,0.10767822265625,0.00466583251953125,0.044898033142089844,0.024769374302455356
